speaker,script,position1,function1,position2,function2,match,agreement,corpus
*LUCY:,It was like a tradeoff,,,,,,,sbcsae
*ALLE:,Ah,,,,,,,sbcsae
*AL:,What did they do upstairs Lucy,,,,,,,sbcsae
*AL:,Anything,,,,,,,sbcsae
*LUCY:,Um,,,,,,,sbcsae
,well,,,,,,,sbcsae
,in the,,,,,,,sbcsae
,you know the r,,,,,,,sbcsae
*LUCY:,There's a room off my bedroom,,,,,,,sbcsae
*LUCY:,That used to be a porch,,,,,,,sbcsae
*LUCY:,That Danny and I put the walls in,,,,,,,sbcsae
*AL:,Mhm,,,,,,,sbcsae
*DAN:,That Joe built,,,,,,,sbcsae
*LUCY:,And then we put a cei,,,,,,,sbcsae
*LUCY:,You know,,,,,,,sbcsae
,it was the r,,,,,,,sbcsae
*AL:,,,,,,,,sbcsae
*ANNE:,The room that Joe built,,,,,,,sbcsae
*LUCY:,house that Joe built,,,,,,,sbcsae
*DAN:,With everything in sideways,,,,,,,sbcsae
*ANNE:,,,,,,,,sbcsae
*JOHN:,,,,,,,,sbcsae
*LUCY:,All the windows were sideways,,,,,,,sbcsae
*DAN:,,,,,,,,sbcsae
*LUCY:,they,,,,,,,sbcsae
*LIND:,Hunh ,,,,,,,sbcsae
*LUCY:,We went in,,,,,,,sbcsae
,and we just threw up wood,,,,,,,sbcsae
,to straighten everything out,,,,,,,sbcsae
,and put woodwork on,,,,,,,sbcsae
*LUCY:,They came in and they said,,,,,,,sbcsae
,while we were working on it,,,,,,,sbcsae
*LIND:,,,,,,,,sbcsae
*LUCY:,they said,,,,,,,sbcsae
,oh well gee,,,,,,,sbcsae
,you really need two sheets of sheetrock,,,,,,,sbcsae
*LUCY:,At least,,,,,,,sbcsae
,for insula,,,,,,,sbcsae
*LUCY:,for soundproof insulation,,,,,,,sbcsae
*LUCY:,If you don't feel like putting it up,,,,,,,sbcsae
,we'll put it up when we come in,,,,,,,sbcsae
*LUCY:,So we decided,,,,,,,sbcsae
*AL:,Not to bother,,,,,,,sbcsae
*LUCY:,Hey,,,,,,,sbcsae
,let them do it,,,,,,,sbcsae
*AL:,Why bother,,,,,,,sbcsae
*AL:,Let them deal with it,,,,,,,sbcsae
*ANNE:,,,,,,,,sbcsae
*JOHN:,Mm,,,,,,,sbcsae
*LUCY:,You know,,,,,,,sbcsae
*DAN:,Well we put one ceiling up,,,,,,,sbcsae
*AL:,Sure,,,,,,,sbcsae
*LUCY:,We put one up,,,,,,,sbcsae
*LUCY:,But they put the second one,UI,T1,UI,T2,UNMATCH,T2,sbcsae
*DAN:,uh And they require you have a f,,,,,,,sbcsae
*X:,,,,,,,,sbcsae
*LUCY:,and they put the stuff in between,,,,,,,sbcsae
*DAN:,You had to have it fini,,,,,,,sbcsae
*DAN:,Well you had to have it finished anyway,,,,,,,sbcsae
*DAN:,For them to tear it down,,,,,,,sbcsae
*LUCY:,Well then we put,,,,,,,sbcsae
*DAN:,but they were gonna put in the,TI,T1,TI,T1,MATCH,T1,sbcsae
*LUCY:,we put the baseboard heat,,,,,,,sbcsae
*LUCY:,We put electric baseboard heat in,,,,,,,sbcsae
*LUCY:,Um,,,,,,,sbcsae
,because it had to be a heated room,,,,,,,sbcsae
*LUCY:,But they put all new windows in,UI,T4,UI,T2,UNMATCH,T4,sbcsae
,and we put up the junk woodwork,,,,,,,sbcsae
,and they put up,,,,,,,sbcsae
*DAN:,That was a ,,,,,,,sbcsae
*AL:,Hm,,,,,,,sbcsae
*DAN:,It was great working in that room,,,,,,,sbcsae
,We,,,,,,,sbcsae
*DAN:,We'd make these measurements,,,,,,,sbcsae
*DAN:,Like,,,,,,,sbcsae
,you had to measure,,,,,,,sbcsae
*LUCY:,,,,,,,,sbcsae
,,,,,,,,sbcsae
*DAN:,You put up a piece of plas,,,,,,,sbcsae
*LUCY:,uh,,,,,,,sbcsae
*DAN:,plasterboard,,,,,,,sbcsae
*DAN:,You'd have to measure like,,,,,,,sbcsae
*ALLE:,How about,,,,,,,sbcsae
*DAN:,every two feet along,,,,,,,sbcsae
,So they,,,,,,,sbcsae
*LUCY:,Because they had varied so much,,,,,,,sbcsae
*DAN:,you know it'd go from like,,,,,,,sbcsae
*LUCY:,It's just,,,,,,,sbcsae
*X:,,,,,,,,sbcsae
*DAN:,eight feet long in one spot,,,,,,,sbcsae
*LUCY:,,,,,,,,sbcsae
*DAN:,to like,,,,,,,sbcsae
,seven feet six inches over here or something,,,,,,,sbcsae
*LUCY:,But y,TI,I2,TI,I2,MATCH,I2,sbcsae
*LUCY:,But that wasn't bad,UI,T4,TI,T1,UNMATCH,T1,sbcsae
,when you consider that Joe used old doors,,,,,,,sbcsae
*DAN:,,,,,,,,sbcsae
*LIND:,,,,,,,,sbcsae
*LUCY:,that he found in garbage buckets,,,,,,,sbcsae
*DAN:,,,,,,,,sbcsae
*ANNE:,,,,,,,,sbcsae
*LUCY:,from other people's homes,,,,,,,sbcsae
*X:,,,,,,,,sbcsae
*LUCY:,,,,,,,,sbcsae
,,,,,,,,sbcsae
*DAN:,Oh is he,,,,,,,sbcsae
*ALLE:,Well uh,,,,,,,sbcsae
*DAN:,did he have uh,,,,,,,sbcsae
,Frank out uh,,,,,,,sbcsae
,Did he have uh,,,,,,,sbcsae
*LUCY:,,,,,,,,sbcsae
*DAN:,Frank out hunting for em,,,,,,,sbcsae
*LUCY:,,,,,,,,sbcsae
*DAN:,l,,,,,,,sbcsae
*LUCY:,He probably did,,,,,,,sbcsae
*DAN:,on garbage day,,,,,,,sbcsae
*DAN:,,,,,,,,sbcsae
*LUCY:,,,,,,,,sbcsae
*ALLE:,Can you get them to put some of them toilet seats in,,,,,,,sbcsae
*DAN:,Yeah,,,,,,,sbcsae
*ALLE:,that they put in the uh Navy,,,,,,,sbcsae
*X:,,,,,,,,sbcsae
*LIND:,,,,,,,,sbcsae
*ALLE:,Seven hundred dollars apiece,,,,,,,sbcsae
*LUCY:,Oh,,,,,,,sbcsae
,,,,,,,,sbcsae
*DAN:,They come close Dad,,,,,,,sbcsae
*DAN:,I didn't see in Lucy's house yet but,UI,T1,UI,T1,MATCH,T1,sbcsae
,I don't have to cause,,,,,,,sbcsae
,Johny gave me the,,,,,,,sbcsae
,the guided tour,,,,,,,sbcsae
,I couldn't get,,,,,,,sbcsae
,I couldn't get rid of Johny one day for,,,,,,,sbcsae
*LUCY:,I know it,,,,,,,sbcsae
*DAN:,I was out on their porch,,,,,,,sbcsae
*LUCY:,did Johny didn't have the French doors though,,,,,,,sbcsae
*LUCY:,The French doors are gorgeous,,,,,,,sbcsae
*DAN:,He had doors put on the back,,,,,,,sbcsae
*LUCY:,He had the sliders,,,,,,,sbcsae
*DAN:,Yeah,,,,,,,sbcsae
*DAN:,He had sliders put on the din,,,,,,,sbcsae
*LUCY:,But these are inside French doors,TI,T3,TI,T1,UNMATCH,T3,sbcsae
,that they put on the living room,,,,,,,sbcsae
*LUCY:,You know that archway between the living room and the dining room,,,,,,,sbcsae
*LUCY:,And the um,,,,,,,sbcsae
*LIND:,,,,,,,,sbcsae
*DAN:,Yeah,,,,,,,sbcsae
*LUCY:,hall,,,,,,,sbcsae
*LUCY:,They're beautiful,,,,,,,sbcsae
*DAN:,He didn't have any,,,,,,,sbcsae
,uh Johny doesn't have any openings like that in his house,,,,,,,sbcsae
*LUCY:,Yeah,,,,,,,sbcsae
*DAN:,Yeah but the doors they put in,UI,T4,UI,T1,UNMATCH,T4,sbcsae
*X:,,,,,,,,sbcsae
*DAN:,they removed a,,,,,,,sbcsae
,He had like,,,,,,,sbcsae
,two year old top of the line Andersen sliding glass windows in,,,,,,,sbcsae
*DAN:,Going out to the porch,,,,,,,sbcsae
*DAN:,And they tore them out,,,,,,,sbcsae
*LUCY:,Yeah,,,,,,,sbcsae
*DAN:,Replaced that stuff,,,,,,,sbcsae
,they replaced em with was like,,,,,,,sbcsae
,five thousand dollar door or something,,,,,,,sbcsae
*LUCY:,Yeah,,,,,,,sbcsae
*DAN:,That was what Johny s aid they're asking for,,,,,,,sbcsae
*LUCY:,Yeah,,,,,,,sbcsae
,Because the insulation is unbelievable in them,,,,,,,sbcsae
*DAN:,Three panes of glass,,,,,,,sbcsae
*LUCY:,Yeah,,,,,,,sbcsae
*DAN:,Fifteen pound brass handles on them,,,,,,,sbcsae
*LUCY:,Mhm,,,,,,,sbcsae
,Now they use all brass,,,,,,,sbcsae
,they put a uh,,,,,,,sbcsae
*LUCY:,Our front door has two locks now,,,,,,,sbcsae
*LUCY:,It has the,,,,,,,sbcsae
,the one like we had,,,,,,,sbcsae
,the deadbolt,,,,,,,sbcsae
*LUCY:,And then it has the knob lock,,,,,,,sbcsae
*LUCY:,But it's,UI,T4,UI,T1,UNMATCH,T4,sbcsae
,y you use the same key for both of them,,,,,,,sbcsae
*LUCY:,And that's all brass,,,,,,,sbcsae
*LUCY:,They put all brass fixtures on the,,,,,,,sbcsae
,French doors in the living room,,,,,,,sbcsae
*DAN:,Those aren't even going anywhere,,,,,,,sbcsae
*LUCY:,No,,,,,,,sbcsae
*LUCY:,I know ,,,,,,,sbcsae
*DAN:,Did they make you put a door to the,,,,,,,sbcsae
,they put a door on the,,,,,,,sbcsae
,room going into the dining room,,,,,,,sbcsae
*LUCY:,No,,,,,,,sbcsae
,they didn't need one there,,,,,,,sbcsae
*DAN:,so it wouldn't ,,,,,,,sbcsae
*ALLE:,When you go to work,,,,,,,sbcsae
*LUCY:,They said,,,,,,,sbcsae
,because it was an inside wall,,,,,,,sbcsae
*ALLE:,drop the pants off at the house,,,,,,,sbcsae
,and I'll wash them John,,,,,,,sbcsae
*JOHN:,,,,,,,,sbcsae
*ANNE:,,,,,,,,sbcsae
*DAN:,Yeah but,UI,I2,UI,I2,MATCH,I2,sbcsae
,doesn't that uh,,,,,,,sbcsae
*JOHN:,Don't worry about it,,,,,,,sbcsae
*LUCY:,They said it wouldn't affect the soundproofing one way or the other,,,,,,,sbcsae
*ALLE:,,,,,,,,sbcsae
*JOHN:,Throw some,,,,,,,sbcsae
,Shout on there,,,,,,,sbcsae
*LIND:,,,,,,,,sbcsae
*DAN:,Doesn't the noise come in from the room,,,,,,,sbcsae
,from the dining room,,,,,,,sbcsae
*LUCY:,I don't know,,,,,,,sbcsae
*LUCY:,I'm,,,,,,,sbcsae
*LUCY:,I'm not gonna complain,,,,,,,sbcsae
*LUCY:,You know,,,,,,,sbcsae
,How can I complain,,,,,,,sbcsae
*DAN:,Now all we need to do is,,,,,,,sbcsae
,something to make that roof stop leaking,,,,,,,sbcsae
*LUCY:,Leak stop,,,,,,,sbcsae
*JOHN:,H,,,,,,,sbcsae
*JOHN:,You have oil heat in your house,,,,,,,sbcsae
*LUCY:,Forced hot air,,,,,,,sbcsae
*LUCY:,Yeah,,,,,,,sbcsae
*JOHN:,Forced hot air,,,,,,,sbcsae
*LUCY:,So the air conditioning would have been a breeze for them to put in,,,,,,,sbcsae
*JOHN:,I know,,,,,,,sbcsae
,it would have been a breeze for them,,,,,,,sbcsae
*LUCY:,,,,,,,,sbcsae
*JOHN:,Yeah,,,,,,,sbcsae
*JOHN:,Just throw in a unit outside,,,,,,,sbcsae
*LUCY:,Yep,,,,,,,sbcsae
*JOHN:,Three ton unit,,,,,,,sbcsae
,or what are they called,,,,,,,sbcsae
*LUCY:,Mhm,,,,,,,sbcsae
*JOHN:,And uh,,,,,,,sbcsae
,hook that right into the central air,,,,,,,sbcsae
*LUCY:,,,,,,,,sbcsae
*LUCY:,I was talking to Jimmy,,,,,,,sbcsae
*LUCY:,Yesterday,,,,,,,sbcsae
*LUCY:,He was in,,,,,,,sbcsae
,at the coffee shop,,,,,,,sbcsae
*LUCY:,And he said,,,,,,,sbcsae
,he's been f fielding calls all week from neighbors,,,,,,,sbcsae
*LUCY:,Who would love to have their house done,,,,,,,sbcsae
,but it's a matter of,UI,T4,UI,T4,MATCH,T4,sbcsae
,point two decibels,,,,,,,sbcsae
*LUCY:,The people,,,,,,,sbcsae
,dir directly,,,,,,,sbcsae
,across the street diagonally from me,,,,,,,sbcsae
*LUCY:,Couldn't get it done because,,,,,,,sbcsae
,their,,,,,,,sbcsae
,decibel level,,,,,,,sbcsae
,was sixty five point two,,,,,,,sbcsae
,and it had to be sixty five,,,,,,,sbcsae
*LIND:,,,,,,,,sbcsae
*LUCY:,or something,,,,,,,sbcsae
*JOHN:,Gee,,,,,,,sbcsae
*LUCY:,Stupid like that,,,,,,,sbcsae
*JOHN:,Wow,,,,,,,sbcsae
*LUCY:,So it,,,,,,,sbcsae
,it's a matter of percentage points,,,,,,,sbcsae
*LUCY:,And he said there's nothing you can do,,,,,,,sbcsae
*LUCY:,It's a federal regulation,,,,,,,sbcsae
*LIND:,,,,,,,,sbcsae
*LUCY:,It's FDA,,,,,,,sbcsae
,that,,,,,,,sbcsae
,one is danger,,,,,,,sbcsae
*LUCY:,is hazardous,,,,,,,sbcsae
*ANNE:,Yeah,,,,,,,sbcsae
*JOHN:,To your ears,,,,,,,sbcsae
*ANNE:,they have a cutoff,,,,,,,sbcsae
*LUCY:,to your hearing,,,,,,,sbcsae
*JOHN:,Yeah,,,,,,,sbcsae
*LUCY:,And the other isn't,,,,,,,sbcsae
*LUCY:,And he said they have to put a cutoff point,,,,,,,sbcsae
,and if they start changing their regulations,,,,,,,sbcsae
,then,,,,,,,sbcsae
,People who,,,,,,,sbcsae
,had theirs done three years ago,,,,,,,sbcsae
,and their neighbors across the street couldn't,,,,,,,sbcsae
,the neighbors across the street are gonna be coming after them,,,,,,,sbcsae
*LUCY:,You know,,,,,,,sbcsae
*LUCY:,So,,,,,,,sbcsae
*DAN:,Why are they attacking him,,,,,,,sbcsae
,because you told him that uh,,,,,,,sbcsae
*LUCY:,No no no,,,,,,,sbcsae
*DAN:,you know these guys,,,,,,,sbcsae
*LUCY:,I don't know the neighbors,,,,,,,sbcsae
*DAN:,,,,,,,,sbcsae
*LUCY:,I don't know those people,,,,,,,sbcsae
*JOHN:,Oh,,,,,,,sbcsae
*LUCY:,So,,,,,,,sbcsae
,all of my immediate neighbors had it done,,,,,,,sbcsae
*DAN:,Oh,,,,,,,sbcsae
*LUCY:,Except for a few that refused,,,,,,,sbcsae
*LUCY:,Which I,,,,,,,sbcsae
,I couldn't understand,,,,,,,sbcsae
*JOHN:,Yeah,,,,,,,sbcsae
*LUCY:,Why they would refuse,,,,,,,sbcsae
*LUCY:,But,UI,T4,UI,I2,UNMATCH,I2,sbcsae
*ANNE:,God,,,,,,,sbcsae
*ANNE:,That's ridiculous,,,,,,,sbcsae
*LUCY:,I know,,,,,,,sbcsae
*ANNE:,I would take it,,,,,,,sbcsae
*LUCY:,I know it,,,,,,,sbcsae
*DAN:,They don't want people investigating their house Annette,,,,,,,sbcsae
*DAN:,,,,,,,,sbcsae
*JOHN:,Yeah,,,,,,,sbcsae
*JOHN:,That or they like the house the way it is,,,,,,,sbcsae
*JOHN:,They're just,,,,,,,sbcsae
*X:,l,,,,,,,sbcsae
*LUCY:,No,,,,,,,sbcsae
,because now they're kicking themselves,,,,,,,sbcsae
*LUCY:,There are three or four of them that said,,,,,,,sbcsae
,why did we ever refuse,,,,,,,sbcsae
,if we had known,,,,,,,sbcsae
*ANNE:,Well,,,,,,,sbcsae
,I suppose at the,,,,,,,sbcsae
*ANNE:,at the time you,,,,,,,sbcsae
*LUCY:,At the time,,,,,,,sbcsae
*ANNE:,you think about,,,,,,,sbcsae
,having all those workmen,,,,,,,sbcsae
*LUCY:,Mm,,,,,,,sbcsae
*ANNE:,coming and going in your house,,,,,,,sbcsae
,and are you home,,,,,,,sbcsae
,and all that stuff,,,,,,,sbcsae
*LUCY:,Mhm,,,,,,,sbcsae
,But,TI,T4,TI,I1,UNMATCH,I1,sbcsae
,they had big meetings,,,,,,,sbcsae
*LUCY:,And,,,,,,,sbcsae
,these people never bothered to go to the meetings,,,,,,,sbcsae
*LUCY:,To find out exactly what they would be doing and,,,,,,,sbcsae
*JOHN:,Yeah,,,,,,,sbcsae
*JOHN:,Well y I c,,,,,,,sbcsae
*JOHN:,Some people just get stubborn,,,,,,,sbcsae
*LUCY:,Yeah,,,,,,,sbcsae
*JOHN:,You know I could see my mother,,,,,,,sbcsae
*LUCY:,Yeah,,,,,,,sbcsae
*JOHN:,Doing that,,,,,,,sbcsae
*JOHN:,Maybe,,,,,,,sbcsae
*X:,,,,,,,,sbcsae
*LUCY:,Yeah,,,,,,,sbcsae
*LIND:,Yeah,,,,,,,sbcsae
,if it's an older home,,,,,,,sbcsae
,you would think they'd,,,,,,,sbcsae
,wanna take advantage of anything they could get,,,,,,,sbcsae
*LUCY:,Yeah,,,,,,,sbcsae
*LIND:,You know to modernize it,,,,,,,sbcsae
*LUCY:,Mhm,,,,,,,sbcsae
*LIND:,or just to make it more e fficient,,,,,,,sbcsae
*JOHN:,Yeah,,,,,,,sbcsae
*JOHN:,But,UI,I1,UI,I2,UNMATCH,I1,sbcsae
,no,,,,,,,sbcsae
*LIND:,or,,,,,,,sbcsae
*LUCY:,Yeah,,,,,,,sbcsae
*JOHN:,Y,,,,,,,sbcsae
*JOHN:,I know what you mean,,,,,,,sbcsae
*JOHN:,But some people are just so contrary,UI,T4,UI,T4,MATCH,T4,sbcsae
*LIND:,You know,,,,,,,sbcsae
*LUCY:,I know,,,,,,,sbcsae
*LIND:,Oh no,,,,,,,sbcsae
,I mean,,,,,,,sbcsae
,I could see if it's someone that's,,,,,,,sbcsae
*JOHN:,yeah,,,,,,,sbcsae
*LIND:,you know,,,,,,,sbcsae
,kinda been,,,,,,,sbcsae
*JOHN:,You know,,,,,,,sbcsae
*LIND:,there for a hundred years and,,,,,,,sbcsae
,,,,,,,,sbcsae
*ALLE:,I wish the planes came over our house,,,,,,,sbcsae
*LIND:,likes it the way it is,,,,,,,sbcsae
*LUCY:,I know it,,,,,,,sbcsae
*LUCY:,You'd be all set,,,,,,,sbcsae
*DAN:,They'd want it falling apart around them,,,,,,,sbcsae
*DAN:,as they get older,,,,,,,sbcsae
*LUCY:,,,,,,,,sbcsae
,Now,,,,,,,sbcsae
*LIND:,,,,,,,,sbcsae
*LUCY:,Sab,,,,,,,sbcsae
*DAN:,Well you get planes coming over the house,,,,,,,sbcsae
*LIND:,,,,,,,,sbcsae
*DAN:,Now,,,,,,,sbcsae
*LUCY:,You do,,,,,,,sbcsae
*LUCY:,You have those helicopters too,,,,,,,sbcsae
,that land at the hospital,,,,,,,sbcsae
*LUCY:,They land at the,,,,,,,sbcsae
,that landing pad over,,,,,,,sbcsae
,by the Charles River,,,,,,,sbcsae
*ALLE:,Hell,,,,,,,sbcsae
,we get the ones that do the R,,,,,,,sbcsae
,traffic on Rutherford Avenue,,,,,,,sbcsae
*LUCY:,That's right too,,,,,,,sbcsae
*JOHN:,Yeah,,,,,,,sbcsae
*ALLE:,Too,,,,,,,sbcsae
*LUCY:,I think Sabina said,,,,,,,sbcsae
,her heat heating bill,,,,,,,sbcsae
*LUCY:,Was lower than half,,,,,,,sbcsae
*LIND:,,,,,,,,sbcsae
*LUCY:,Last year,,,,,,,sbcsae
*LUCY:,After she had the windows,,,,,,,sbcsae
*JOHN:,I would bet,,,,,,,sbcsae
*ANNE:,No kidding,,,,,,,sbcsae
*LUCY:,because there's no draft,,,,,,,sbcsae
*LUCY:,They insulate all a round the windows with,,,,,,,sbcsae
*JOHN:,Yeah,,,,,,,sbcsae
*LUCY:,Pat said they b,,,,,,,sbcsae
*LUCY:,First they blew in insulation,,,,,,,sbcsae
*LUCY:,Then they shoved in insulation,,,,,,,sbcsae
,then they put more,,,,,,,sbcsae
,something else,,,,,,,sbcsae
*ANNE:,There's a bug in your hair,,,,,,,sbcsae
*LUCY:,on on top of that,,,,,,,sbcsae
*ANNE:,they're you go,,,,,,,sbcsae
*JOHN:,Well it's gonna make your house much ea sier to heat,,,,,,,sbcsae
*LUCY:,So,,,,,,,sbcsae
,Yeah,,,,,,,sbcsae
*LUCY:,Be much tighter,,,,,,,sbcsae
*JOHN:,Much,,,,,,,sbcsae
*DAN:,What's Sab,,,,,,,sbcsae
*DAN:,Sabina's Frank's wife,,,,,,,sbcsae
*ANNE:,Mhm,,,,,,,sbcsae
*DAN:,Right,,,,,,,sbcsae
*LUCY:,Yeah,,,,,,,sbcsae
*DAN:,Frank probably had his house in fairly good shape though,,,,,,,sbcsae
*LUCY:,Well their son is a carpenter,,,,,,,sbcsae
*DAN:,I would think,,,,,,,sbcsae
*LUCY:,So,,,,,,,sbcsae
*DAN:,Yeah,,,,,,,sbcsae
*DAN:,And Frank's the type that would be puttering around,,,,,,,sbcsae
,at all sorts of things usually anyway,,,,,,,sbcsae
*LUCY:,Yeah,,,,,,,sbcsae
*DAN:,He seems to be,,,,,,,sbcsae
*DAN:,Or at least collecting,,,,,,,sbcsae
*LUCY:,No,,,,,,,sbcsae
,he collects,,,,,,,sbcsae
*DAN:,At least collecting I uh,,,,,,,sbcsae
*LUCY:,Mhm,,,,,,,sbcsae
*LUCY:,Sabina every,,,,,,,sbcsae
*LUCY:,Every time we put something out,,,,,,,sbcsae
*DAN:,Collecting old sinks,,,,,,,sbcsae
*LUCY:,she'll say,,,,,,,sbcsae
*X:,,,,,,,,sbcsae
*LUCY:,Oh no,,,,,,,sbcsae
*DAN:,Put a cover on it,,,,,,,sbcsae
*LUCY:,wait and put it out in the morning,,,,,,,sbcsae
,he'll take l it in the cellar,,,,,,,sbcsae
*LIND:,,,,,,,,sbcsae
*DAN:,,,,,,,,sbcsae
*LUCY:,He does,,,,,,,sbcsae
*DAN:,Really,,,,,,,sbcsae
*LUCY:,he brings everything in the cellar,,,,,,,sbcsae
*DAN:,Put a cover on it,,,,,,,sbcsae
*DAN:,Well they told you,,,,,,,sbcsae
*LUCY:,,,,,,,,sbcsae
*DAN:,that one day,,,,,,,sbcsae
,what did we bring out,,,,,,,sbcsae
,,,,,,,,sbcsae
*LUCY:,The sink,,,,,,,sbcsae
*DAVE:,Dan,,,,,,,sbcsae
*LUCY:,He took al,,,,,,,sbcsae
*LUCY:,Remember he took on a ,,,,,,,sbcsae
*DAVE:,It's a great game up here,,,,,,,sbcsae
*DAVE:,Patriots are down by,,,,,,,sbcsae
,seventeen now,,,,,,,sbcsae
*JOHN:,Oh jeepers,,,,,,,sbcsae
*DAN:,That's alright,,,,,,,sbcsae
,they'll come back,,,,,,,sbcsae
*DAVE:,They're doing good,,,,,,,sbcsae
*DAN:,They'll come back,,,,,,,sbcsae
*LUCY:,,,,,,,,sbcsae
*JOHN:,Bring back Doug Flutie,,,,,,,sbcsae
*LUCY:,,,,,,,,sbcsae
*DAN:,Nah,,,,,,,sbcsae
,he's not good enough to play in this league,,,,,,,sbcsae
*JOHN:,That's alright,,,,,,,sbcsae
*JOHN:,Put on the Canadian Football League,,,,,,,sbcsae
*JOHN:,Get some entertainment,,,,,,,sbcsae
*DAN:,,,,,,,,sbcsae
*JOHN:,Rather than handoff to Therman this guy,,,,,,,sbcsae
*JOHN:,And handoff to this guy,,,,,,,sbcsae
*DAN:,Actually they had a big problem with that,,,,,,,sbcsae
*DAN:,When they had a,,,,,,,sbcsae
,preseason game up,,,,,,,sbcsae
,in Toronto this year,,,,,,,sbcsae
*DAN:,One of the NFL preseason games was there,,,,,,,sbcsae
*JOHN:,Oh yeah,,,,,,,sbcsae
*DAN:,And it was like a thirteen to ten thriller,,,,,,,sbcsae
,with a lot of running,,,,,,,sbcsae
,Canadian fans just,,,,,,,sbcsae
,went away in droves,,,,,,,sbcsae
*DAN:,So like five thousand people showed up for it,,,,,,,sbcsae
,they were bored,,,,,,,sbcsae
,the way that it's played,,,,,,,sbcsae
*JOHN:,Yeah,,,,,,,sbcsae
*JOHN:,Once you get used to Canadian football,,,,,,,sbcsae
*JOHN:,I would imagine you'd,,,,,,,sbcsae
,it would be tough to f,,,,,,,sbcsae
*JOHN:,Be like watching soccer,,,,,,,sbcsae
*LIND:,Those clouds would move,,,,,,,sbcsae
*LUCY:,,,,,,,,sbcsae
*DAN:,Well they have midgets up there,,,,,,,sbcsae
*DAN:,Midgets that can't play in the NFL up there,,,,,,,sbcsae
*JOHN:,Nah,,,,,,,sbcsae
*DAN:,Star and,,,,,,,sbcsae
*JOHN:,They could play,,,,,,,sbcsae
*JOHN:,They just,,,,,,,sbcsae
*ANNE:,I think your face is swollen,,,,,,,sbcsae
*ANNE:,I really do,,,,,,,sbcsae
*ANNE:,Look at the side of his face,,,,,,,sbcsae
*ANNE:,Doesn't it look f funny,,,,,,,sbcsae
*LUCY:,Turn this way,,,,,,,sbcsae
*ANNE:,See how his lip goes down a little bit,,,,,,,sbcsae
*LUCY:,right here maybe,,,,,,,sbcsae
,yeah,,,,,,,sbcsae
*DAN:,Why,,,,,,,sbcsae
,what did he do,,,,,,,sbcsae
*ANNE:,,,,,,,,sbcsae
*LUCY:,This it's swollen right here,,,,,,,sbcsae
*LUCY:,It goes all,,,,,,,sbcsae
,right down this way,,,,,,,sbcsae
*ANNE:,Yeah,,,,,,,sbcsae
*ANNE:,It's on that side of his face,,,,,,,sbcsae
*LUCY:,Yeah,,,,,,,sbcsae
*JOHN:,No it's it's,,,,,,,sbcsae
*JOHN:,Might be swollen from the infection,,,,,,,sbcsae
*LIND:,Let me see,,,,,,,sbcsae
*ANNE:,Yeah,,,,,,,sbcsae
,that's what I mean,,,,,,,sbcsae
*ANNE:,Swollen from the infection,,,,,,,sbcsae
*DAN:,Oh that's the tooth here oh,,,,,,,sbcsae
*ANNE:,,,,,,,,sbcsae
*LUCY:,Yeah,,,,,,,sbcsae
*LUCY:,It's right here,,,,,,,sbcsae
*ANNE:,Don't you think,,,,,,,sbcsae
*ANNE:,Yeah,,,,,,,sbcsae
*LUCY:,Hm,,,,,,,sbcsae
*DAN:,What did you have done,,,,,,,sbcsae
*JOHN:,,,,,,,,sbcsae
,Basically nothing,,,,,,,sbcsae
*JOHN:,He just examined it,,,,,,,sbcsae
*JOHN:,He took an exray,,,,,,,sbcsae
,What he did is he,,,,,,,sbcsae
,he put a probe in between the gum and the tooth,,,,,,,sbcsae
,and it's supposed to only go in one millimeter in a healthy tooth,,,,,,,sbcsae
*DAN:,Yeah,,,,,,,sbcsae
*DAN:,I had the whole mouth done l,,,,,,,sbcsae
*DAN:,That's a real fun feeling,,,,,,,sbcsae
*JOHN:,And um,,,,,,,sbcsae
,it went in six millimeters,,,,,,,sbcsae
*DAN:,,,,,,,,sbcsae
*JOHN:,To right down in there,,,,,,,sbcsae
,he says this,,,,,,,sbcsae
,gum is breaking down,,,,,,,sbcsae
*JOHN:,But his analysis is,UI,T4,UI,T4,MATCH,T4,sbcsae
,I've got a crown here,,,,,,,sbcsae
*JOHN:,And the tooth under the crown,,,,,,,sbcsae
,that's that's,,,,,,,sbcsae
,whatever's left of it,,,,,,,sbcsae
,is c,,,,,,,sbcsae
*JOHN:,I must've cracked it,,,,,,,sbcsae
*LUCY:,Mm,,,,,,,sbcsae
*JOHN:,And through a period of weeks,,,,,,,sbcsae
,bacteria has gotten in there,,,,,,,sbcsae
,and it causes,,,,,,,sbcsae
*LIND:,So he knows it's infected,,,,,,,sbcsae
*LIND:,Did he give you an antibiotic,,,,,,,sbcsae
*JOHN:,Oh yeah,,,,,,,sbcsae
*JOHN:,I gi,,,,,,,sbcsae
*JOHN:,Oh yeah,,,,,,,sbcsae
*LIND:,Oh no,,,,,,,sbcsae
*JOHN:,I took my first one,,,,,,,sbcsae
,go,,,,,,,sbcsae
*JOHN:,On my way up here,,,,,,,sbcsae
*ANNE:,,,,,,,,sbcsae
*JOHN:,I stopped at a store,,,,,,,sbcsae
*ANNE:,,,,,,,,sbcsae
*JOHN:,So I'm just looking at my watch,,,,,,,sbcsae
*LUCY:,Now how many,,,,,,,sbcsae
