speaker,script,position1,function1,position2,function2,match,agreement,corpus
*RICH:,Otherwise,,,,,,,sbcsae
,they're gonna go elsewhere,,,,,,,sbcsae
*FRED:,Right,,,,,,,sbcsae
*RICH:,If they believe you,,,,,,,sbcsae
,and you can sell em,,,,,,,sbcsae
*FRED:,You need this car,,,,,,,sbcsae
*RICH:,you gonna make a lot of money,,,,,,,sbcsae
*FRED:,you want this car,,,,,,,sbcsae
*RICH:,Definetely,,,,,,,sbcsae
*FRED:,take it with you ,,,,,,,sbcsae
,,,,,,,,sbcsae
*RICH:,Wh at can I do for you,,,,,,,sbcsae
*FRED:,,,,,,,,sbcsae
*RICH:,in or der for you to buy this car,,,,,,,sbcsae
*RICH:,I mean if,,,,,,,sbcsae
,is the price too much,,,,,,,sbcsae
*RICH:,I could work on the price,,,,,,,sbcsae
*RICH:,Let me go talk to my manager,,,,,,,sbcsae
*RICH:,Maybe I could drop it five six hundred dollars,,,,,,,sbcsae
*RICH:,Maybe we have a three hundred rebate that you could use towards the down payment,,,,,,,sbcsae
*RICH:,W maybe it's it's three point nine financing,,,,,,,sbcsae
,that'll save you money in the long run uh,,,,,,,sbcsae
,if you finance fifteen or sixteen thousand dollars,,,,,,,sbcsae
*RICH:,So,,,,,,,sbcsae
*FRED:,,,,,,,,sbcsae
*RICH:,you know,,,,,,,sbcsae
,it's just,,,,,,,sbcsae
,it's uh,,,,,,,sbcsae
,it's uh like a game,,,,,,,sbcsae
*RICH:,You know,,,,,,,sbcsae
*FRED:,Yeah,,,,,,,sbcsae
*FRED:,So homes,,,,,,,sbcsae
*FRED:,Uh,,,,,,,sbcsae
,they,,,,,,,sbcsae
,they put you through training all these days,,,,,,,sbcsae
*FRED:,Is that it,,,,,,,sbcsae
*RICH:,Yeah,,,,,,,sbcsae
,five days I watched uh,,,,,,,sbcsae
,videotapes dealing with this guy that,,,,,,,sbcsae
,that,,,,,,,sbcsae
,uh that sold cars,,,,,,,sbcsae
,and made a hundred thous,,,,,,,sbcsae
*RICH:,His goal was to make a hundred thousand dollars every year selling cars,,,,,,,sbcsae
*RICH:,And he accomplished his goal,,,,,,,sbcsae
*RICH:,Every year he sold a hundred thousand dollars,,,,,,,sbcsae
,and he retired,,,,,,,sbcsae
*FRED:,Oh my god,,,,,,,sbcsae
*RICH:,at thirty five after,,,,,,,sbcsae
,certain amount of years selling and uh,,,,,,,sbcsae
,he just got into uh,,,,,,,sbcsae
,making uh,,,,,,,sbcsae
,audio cassettes,,,,,,,sbcsae
*RICH:,In sales,,,,,,,sbcsae
*RICH:,To motivati,,,,,,,sbcsae
*RICH:,Motivation s uh tapes,,,,,,,sbcsae
*FRED:,Oh I see,,,,,,,sbcsae
*RICH:,and uh,,,,,,,sbcsae
*FRED:,A sys tem,,,,,,,sbcsae
*FRED:,To sell,,,,,,,sbcsae
*RICH:,Exactly,,,,,,,sbcsae
*RICH:,Books,,,,,,,sbcsae
,seminars,,,,,,,sbcsae
,um,,,,,,,sbcsae
*FRED:,Yeah,,,,,,,sbcsae
*RICH:,video tape s,,,,,,,sbcsae
*FRED:,Hund red thousand a year,,,,,,,sbcsae
*FRED:,That guy must've hustle d,,,,,,,sbcsae
*RICH:,Ye ah,,,,,,,sbcsae
,well,,,,,,,sbcsae
,it's possible,,,,,,,sbcsae
*RICH:,You figure,,,,,,,sbcsae
,you could sell,,,,,,,sbcsae
,at least twenty cars a month,,,,,,,sbcsae
,every month for twelve months,,,,,,,sbcsae
,you know you're gonna be up there in,,,,,,,sbcsae
,f uh seventy eighty thousand dollar bracket,,,,,,,sbcsae
*FRED:,Twenty cars in a month,,,,,,,sbcsae
*FRED:,That's almost a car a day,,,,,,,sbcsae
*RICH:,Exactly,,,,,,,sbcsae
*RICH:,Which isn't difficult,,,,,,,sbcsae
*FRED:,,,,,,,,sbcsae
*RICH:,If you're on the lot,,,,,,,sbcsae
,for a damn twelve hours uh,,,,,,,sbcsae
,one car,,,,,,,sbcsae
,isn't all that much,,,,,,,sbcsae
,if you have the clients coming in,,,,,,,sbcsae
*RICH:,That's the only thing,,,,,,,sbcsae
*RICH:,If you have the traffic,,,,,,,sbcsae
*FRED:,Yeah,,,,,,,sbcsae
*RICH:,we're on a busy street,,,,,,,sbcsae
,Firestone Boulevard,,,,,,,sbcsae
*FRED:,Right,,,,,,,sbcsae
*FRED:,Firestone where,,,,,,,sbcsae
,by the six o five,,,,,,,sbcsae
*RICH:,R exactly,,,,,,,sbcsae
*RICH:,Right before the six o five,,,,,,,sbcsae
*RICH:,Right by,,,,,,,sbcsae
*FRED:,Yeah,,,,,,,sbcsae
*RICH:,Right past Downy,,,,,,,sbcsae
,where we used to play basketball at uh,,,,,,,sbcsae
,the YMCA,,,,,,,sbcsae
*FRED:,Yeah,,,,,,,sbcsae
*FRED:,a a little pa past that going,,,,,,,sbcsae
*RICH:,I'd say a mile,,,,,,,sbcsae
*FRED:,east,,,,,,,sbcsae
*RICH:,Yeah,,,,,,,sbcsae
*FRED:,A mile,,,,,,,sbcsae
*RICH:,A mi le going,,,,,,,sbcsae
,uh east,,,,,,,sbcsae
*FRED:,You know,,,,,,,sbcsae
,I have been wanting to go visit you,,,,,,,sbcsae
*FRED:,But,UI,T1,TI,T1,MATCH,T1,sbcsae
,I'm afraid you're gonna sell me a car bro,,,,,,,sbcsae
*FRED:,,,,,,,,sbcsae
*RICH:,Yeah well,,,,,,,sbcsae
,that's the last thing you need to do,,,,,,,sbcsae
,is get in any more debt,,,,,,,sbcsae
,than you already are,,,,,,,sbcsae
*FRED:,,,,,,,,sbcsae
*RICH:,Uh,,,,,,,sbcsae
*FRED:,I'm hip man,,,,,,,sbcsae
,I gotta get outa my debts,,,,,,,sbcsae
*FRED:,Man ,,,,,,,sbcsae
*RICH:,Yeah I'm,,,,,,,sbcsae
*FRED:,And then I'll be a free agent,,,,,,,sbcsae
*FRED:,Ma n,,,,,,,sbcsae
*RICH:,In fact,,,,,,,sbcsae
,I was planning,,,,,,,sbcsae
,if they were gonna play basketball,,,,,,,sbcsae
,if I did go in Thursday at nine o'clock,,,,,,,sbcsae
*FRED:,You could go for couple hours,,,,,,,sbcsae
*RICH:,It's right down the street,,,,,,,sbcsae
*FRED:,at least,,,,,,,sbcsae
*RICH:,I could bring my work clothes,,,,,,,sbcsae
,and uh,,,,,,,sbcsae
*FRED:,sure,,,,,,,sbcsae
*FRED:,Hey you know,,,,,,,sbcsae
*RICH:,take a sh ower,,,,,,,sbcsae
*FRED:,Take a shower,,,,,,,sbcsae
*FRED:,Why not,,,,,,,sbcsae
*FRED:,Because,,,,,,,sbcsae
,like,,,,,,,sbcsae
*RICH:,Get there at seven and,,,,,,,sbcsae
,play from seven to quarter to nine,,,,,,,sbcsae
,and,,,,,,,sbcsae
,take probably five minutes,,,,,,,sbcsae
,to get from YMCA to the,,,,,,,sbcsae
,Firestone Chrysler,,,,,,,sbcsae
*FRED:,You wanna go tomorrow,,,,,,,sbcsae
*FRED:,I,,,,,,,sbcsae
*FRED:,I don't know if they're playing,,,,,,,sbcsae
*RICH:,I don't know,,,,,,,sbcsae
*FRED:,because last week,,,,,,,sbcsae
,the gym was closed,,,,,,,sbcsae
,they're working on the ceiling,,,,,,,sbcsae
*RICH:,So the last two weeks the gym was clo,,,,,,,sbcsae
*FRED:,Yeah the uh,,,,,,,sbcsae
*FRED:,The last two weeks the gym was closed,,,,,,,sbcsae
*RICH:,And you haven't talked to Gary Holt at all,,,,,,,sbcsae
*FRED:,I haven't seen him this week,,,,,,,sbcsae
*FRED:,Uh,,,,,,,sbcsae
,I saw him last week,,,,,,,sbcsae
,and he told me they were still working on the gym,,,,,,,sbcsae
*FRED:,But I haven't seen him this week,UI,T1,TI,T1,MATCH,T1,sbcsae
*RICH:,Yeah,,,,,,,sbcsae
*RICH:,I got a check coming tomorrow,,,,,,,sbcsae
,I have to go pick up,,,,,,,sbcsae
*RICH:,So I'll probably be in there in the evening after work,,,,,,,sbcsae
*FRED:,Where,,,,,,,sbcsae
,at federal,,,,,,,sbcsae
*RICH:,Yeah,,,,,,,sbcsae
*RICH:,Either at five o'clock,,,,,,,sbcsae
,or three o'clock,,,,,,,sbcsae
,or,,,,,,,sbcsae
,we're getting paid tomorrow right,,,,,,,sbcsae
*FRED:,Yeah,,,,,,,sbcsae
*RICH:,I got my last,,,,,,,sbcsae
*FRED:,You last what,,,,,,,sbcsae
*RICH:,One week check,,,,,,,sbcsae
,and one week vacation check,,,,,,,sbcsae
*FRED:,Oh,,,,,,,sbcsae
,not too bad,,,,,,,sbcsae
*RICH:,So it'll help me,,,,,,,sbcsae
,cause I don't have uh,,,,,,,sbcsae
,any steady income now,,,,,,,sbcsae
*RICH:,If I don't sell,,,,,,,sbcsae
,I don't make money,,,,,,,sbcsae
,I got uh,,,,,,,sbcsae
*FRED:,You mean you don't g,,,,,,,sbcsae
*FRED:,even get minimum,,,,,,,sbcsae
*RICH:,Well,,,,,,,sbcsae
,we get six hundred dollars a month,,,,,,,sbcsae
*RICH:,Three hundred every two weeks,,,,,,,sbcsae
*RICH:,Which isn't bad,,,,,,,sbcsae
,I mean I could,,,,,,,sbcsae
*FRED:,No,,,,,,,sbcsae
*RICH:,I could,,,,,,,sbcsae
*FRED:,,,,,,,,sbcsae
*RICH:,Now that I don't have to pay rent,,,,,,,sbcsae
*FRED:,Yeah,,,,,,,sbcsae
*RICH:,I might be able to,,,,,,,sbcsae
,pay my credit cards,,,,,,,sbcsae
,and my car payment,,,,,,,sbcsae
,and my insurance,,,,,,,sbcsae
,with that six hundred,,,,,,,sbcsae
*RICH:,My car payment's two fifty eight,,,,,,,sbcsae
,the insurance is a hundred a month,,,,,,,sbcsae
,that's three fifty eight,,,,,,,sbcsae
,and maybe about three hundred in uh,,,,,,,sbcsae
,credit cards a month,,,,,,,sbcsae
*FRED:,So what does the Porsche have man,,,,,,,sbcsae
*FRED:,Did they tell you at the shop,,,,,,,sbcsae
*RICH:,In fact I have to call right now,,,,,,,sbcsae
*FRED:,What what you gotta do to,,,,,,,sbcsae
*RICH:,Should I call right now,,,,,,,sbcsae
*FRED:,Sure,,,,,,,sbcsae
,why not,,,,,,,sbcsae
*RICH:,Could I call right here while,,,,,,,sbcsae
*FRED:,Uh,,,,,,,sbcsae
*RICH:,And you could hear me,,,,,,,sbcsae
,uh,,,,,,,sbcsae
,have the conversation on the phone,,,,,,,sbcsae
*FRED:,Yeah,,,,,,,sbcsae
*RICH:,Talking about my car,,,,,,,sbcsae
,because I have to get the car,,,,,,,sbcsae
,I don't what it's gonna cost,,,,,,,sbcsae
,but it had problems uh,UI,T4,UI,T1,UNMATCH,T4,sbcsae
,with the fuel injection system,,,,,,,sbcsae
*FRED:,Unhunh,,,,,,,sbcsae
*RICH:,So I have to have that fixed,,,,,,,sbcsae
,in order for me to get,,,,,,,sbcsae
,uh,,,,,,,sbcsae
,right now,,,,,,,sbcsae
,Jeanie's lending me the Samurai,,,,,,,sbcsae
*FRED:,Oh she's,,,,,,,sbcsae
*RICH:,Yeah,,,,,,,sbcsae
*RICH:,She's being real cool,,,,,,,sbcsae
*RICH:,And I've had it for three days and uh,,,,,,,sbcsae
,that was very nice of her,,,,,,,sbcsae
,I appreciated her doing that for me,,,,,,,sbcsae
*FRED:,She's taking the Samurai,,,,,,,sbcsae
*RICH:,She's taking her BMW,,,,,,,sbcsae
,every day to work,,,,,,,sbcsae
*FRED:,But,TI,T3,TI,T4,UNMATCH,T4,sbcsae
,she's taking the Samurai,,,,,,,sbcsae
*FRED:,F from you,,,,,,,sbcsae
*RICH:,Yeah,,,,,,,sbcsae
*FRED:,B because uh,,,,,,,sbcsae
*RICH:,I owed her money,,,,,,,sbcsae
,because she had an investment in the Porsche with me,,,,,,,sbcsae
*FRED:,Oh I see,,,,,,,sbcsae
*FRED:,So,,,,,,,sbcsae
,yeah,,,,,,,sbcsae
*FRED:,She gets the Samurai,,,,,,,sbcsae
*FRED:,And you get the Porsche,,,,,,,sbcsae
*RICH:,Yeah,,,,,,,sbcsae
*RICH:,And uh,,,,,,,sbcsae
*FRED:,But your dad,TI,T4,TI,I1,UNMATCH,T4,sbcsae
*FRED:,Man,,,,,,,sbcsae
,he's not gonna like that,,,,,,,sbcsae
,too much I don't think,,,,,,,sbcsae
*RICH:,Why,,,,,,,sbcsae
*FRED:,Cause wasn't he the garante,,,,,,,sbcsae
*RICH:,No,,,,,,,sbcsae
,he was the,,,,,,,sbcsae
,uh he had the insurance under his name,,,,,,,sbcsae
*FRED:,Just the insurance,,,,,,,sbcsae
*RICH:,That's it,,,,,,,sbcsae
*RICH:,So the car,,,,,,,sbcsae
*RICH:,The car's uh,,,,,,,sbcsae
,you know,,,,,,,sbcsae
,I'm paying the car and everything and,,,,,,,sbcsae
*FRED:,Unhunh,,,,,,,sbcsae
*FRED:,But,UI,T4,TI,I2,UNMATCH,I2,sbcsae
*RICH:,I'm letting her,,,,,,,sbcsae
*FRED:,she doesn't wanna move the BMW,,,,,,,sbcsae
*FRED:,Right,,,,,,,sbcsae
*FRED:,She wants to keep it there,,,,,,,sbcsae
*RICH:,No way,,,,,,,sbcsae
,that car's paid off,,,,,,,sbcsae
,it's in excellent condition,,,,,,,sbcsae
,and uh,,,,,,,sbcsae
*FRED:,It's a gem,,,,,,,sbcsae
*RICH:,,,,,,,,sbcsae
,Yeah,,,,,,,sbcsae
,so she's gonna hang on to it,,,,,,,sbcsae
,but she's being real nice,UI,T1,UI,T1,MATCH,T1,sbcsae
*RICH:,See that's why I know we're still good friends,,,,,,,sbcsae
,because if she had any hard feelings for me,,,,,,,sbcsae
*FRED:,Yeah,,,,,,,sbcsae
*RICH:,she'd say no,,,,,,,sbcsae
*RICH:,That's my car,,,,,,,sbcsae
,you know,,,,,,,sbcsae
*FRED:,uh uh uh You gotta see how you do,,,,,,,sbcsae
*RICH:,Exactly,,,,,,,sbcsae
*RICH:,Do your own thing,,,,,,,sbcsae
*RICH:,Right,,,,,,,sbcsae
*FRED:,Yeah,,,,,,,sbcsae
*FRED:,Hunh,,,,,,,sbcsae
*RICH:,But she's being real nice,TI,T4,TI,T4,MATCH,T4,sbcsae
*RICH:,That's why uh,,,,,,,sbcsae
*FRED:,Hey you still got tickets,,,,,,,sbcsae
,for Celia Cruz,,,,,,,sbcsae
*FRED:,And Tito Puente,,,,,,,sbcsae
*RICH:,Yeah,,,,,,,sbcsae
,Yeah,,,,,,,sbcsae
*FRED:,You gonna go,,,,,,,sbcsae
*RICH:,I think so,,,,,,,sbcsae
*FRED:,Yeah,,,,,,,sbcsae
*FRED:,Alright,,,,,,,sbcsae
*FRED:,That's gonna be a good show man,,,,,,,sbcsae
,I tell you,,,,,,,sbcsae
*RICH:,Definetely,,,,,,,sbcsae
*FRED:,Celia Cruz put s on a good show,,,,,,,sbcsae
*RICH:,Oh,,,,,,,sbcsae
,I sold,,,,,,,sbcsae
*RICH:,Yes,,,,,,,sbcsae
,is uh Kenny in,,,,,,,sbcsae
*RICH:,Or is this Roger,,,,,,,sbcsae
*RICH:,Okay uh,,,,,,,sbcsae
,Roger,,,,,,,sbcsae
,this is Richard Torres,,,,,,,sbcsae
,with the seventy seven nine eleven,,,,,,,sbcsae
,the silver one,,,,,,,sbcsae
*RICH:,With the cold start problem,,,,,,,sbcsae
*RICH:,Do you know uh,,,,,,,sbcsae
,if it's been worked on or anything,,,,,,,sbcsae
*RICH:,Unhunh,,,,,,,sbcsae
*RICH:,A,,,,,,,sbcsae
*RICH:,Exhaust leak,,,,,,,sbcsae
*RICH:,Right,,,,,,,sbcsae
*RICH:,Okay,,,,,,,sbcsae
*RICH:,Um,,,,,,,sbcsae
,w uh,,,,,,,sbcsae
*RICH:,Now this warmup regulator,,,,,,,sbcsae
,is that uh,,,,,,,sbcsae
,uh different than a cold start valve,,,,,,,sbcsae
*RICH:,Oh,,,,,,,sbcsae
*RICH:,Yeah,,,,,,,sbcsae
*RICH:,Okay,,,,,,,sbcsae
,cause I did have one put in,,,,,,,sbcsae
,I think uh,,,,,,,sbcsae
,about three months ago or something,,,,,,,sbcsae
*RICH:,I think you guys put it in,,,,,,,sbcsae
*RICH:,I had the same problem,,,,,,,sbcsae
*RICH:,And,,,,,,,sbcsae
,it was like two hundred bucks or something,,,,,,,sbcsae
*RICH:,I is that the same problem now,,,,,,,sbcsae
*RICH:,Oh okay,,,,,,,sbcsae
*RICH:,Oh okay s,,,,,,,sbcsae
*RICH:,Okay so,,,,,,,sbcsae
,should I just call back in a little bit maybe,,,,,,,sbcsae
*RICH:,Okay,,,,,,,sbcsae
,okay,,,,,,,sbcsae
,so I'll just call back in about ten or fifteen,,,,,,,sbcsae
*RICH:,Maybe he'll be there,,,,,,,sbcsae
*RICH:,Okay thanks Roger,,,,,,,sbcsae
*RICH:,Bye,,,,,,,sbcsae
*FRED:,So,,,,,,,sbcsae
,cold start regulator,,,,,,,sbcsae
,is that it,,,,,,,sbcsae
*RICH:,Oh man,,,,,,,sbcsae
,I just had one put in,,,,,,,sbcsae
*RICH:,Two hundred bucks for that,,,,,,,sbcsae
*FRED:,Oh,,,,,,,sbcsae
*FRED:,Fuck,,,,,,,sbcsae
*FRED:,,,,,,,,sbcsae
*RICH:,,,,,,,,sbcsae
*FRED:,That's an expensive car,,,,,,,sbcsae
,and then you gotta get the tags on it,,,,,,,sbcsae
*FRED:,Right,,,,,,,sbcsae
*RICH:,I got everything,,,,,,,sbcsae
*FRED:,You got everything,,,,,,,sbcsae
*RICH:,I got everything taken care of,,,,,,,sbcsae
*RICH:,I got insurance on it too,,,,,,,sbcsae
*FRED:,How much in,,,,,,,sbcsae
*RICH:,Under my name,,,,,,,sbcsae
*RICH:,Eleven hundred a year,,,,,,,sbcsae
*FRED:,Eleven hundred,,,,,,,sbcsae
*RICH:,Three hundred dollars down,,,,,,,sbcsae
*FRED:,That's cheap man cause,,,,,,,sbcsae
*RICH:,I just got li ability,,,,,,,sbcsae
*FRED:,Tri,,,,,,,sbcsae
*FRED:,Triple A wanted to give me,,,,,,,sbcsae
,you know,,,,,,,sbcsae
,insurance,,,,,,,sbcsae
,uh eleven hundred too man,,,,,,,sbcsae
*RICH:,Yeah,,,,,,,sbcsae
*FRED:,uh On the fucking,,,,,,,sbcsae
*RICH:,For a regu,,,,,,,sbcsae
*RICH:,for a Dodge,,,,,,,sbcsae
*FRED:,on,,,,,,,sbcsae
*FRED:,uh On a,,,,,,,sbcsae
*FRED:,on,,,,,,,sbcsae
,Aries man,,,,,,,sbcsae
*RICH:,But you were gonna get full coverage,TI,T3,TI,I1,UNMATCH,T3,sbcsae
*RICH:,You know,,,,,,,sbcsae
*FRED:,Uh,,,,,,,sbcsae
,I don't remember,,,,,,,sbcsae
*RICH:,I just got liability,,,,,,,sbcsae
*FRED:,Just liability,,,,,,,sbcsae
*RICH:,Which is good enough,,,,,,,sbcsae
*RICH:,At least it's insured,,,,,,,sbcsae
*FRED:,Yeah,,,,,,,sbcsae
*RICH:,if anything happens to anybody else,,,,,,,sbcsae
*FRED:,For sure,,,,,,,sbcsae
*RICH:,But uh,TI,I2,TI,I2,MATCH,I2,sbcsae
,no I took care of the th registration,,,,,,,sbcsae
,I registered under my name and everything,,,,,,,sbcsae
,and uh,,,,,,,sbcsae
,got my tags for eighty eight,,,,,,,sbcsae
*FRED:,Yeah,,,,,,,sbcsae
*RICH:,And,,,,,,,sbcsae
,got custom plates on it,,,,,,,sbcsae
*FRED:,How much did the tags cost you,,,,,,,sbcsae
*FRED:,Mu,,,,,,,sbcsae
*RICH:,Fifty one bucks,,,,,,,sbcsae
*FRED:,Cheaper than mine,,,,,,,sbcsae
*FRED:,Mine cost me sixty bucks,,,,,,,sbcsae
*RICH:,And I didn't have to pay any sales tax,,,,,,,sbcsae
*RICH:,When I registered the car,,,,,,,sbcsae
*FRED:,Yeah,,,,,,,sbcsae
*FRED:,How come,,,,,,,sbcsae
*FRED:,Oh you did it,,,,,,,sbcsae
,like you said you were gonna do,,,,,,,sbcsae
*RICH:,Jeanie gave it to me as a gift,,,,,,,sbcsae
*FRED:,Alright homes,,,,,,,sbcsae
*FRED:,,,,,,,,sbcsae
*RICH:,She,,,,,,,sbcsae
*RICH:,she backed me up,,,,,,,sbcsae
*RICH:,She's being cool,,,,,,,sbcsae
*FRED:,Yeah,,,,,,,sbcsae
*RICH:,She put,,,,,,,sbcsae
,that I gave this car to Richard Torres for a gift,,,,,,,sbcsae
*RICH:,So I didn't have to pay any sales tax,,,,,,,sbcsae
*FRED:,Tax,,,,,,,sbcsae
*RICH:,Otherwise I would've d got stuck,,,,,,,sbcsae
,three hundred dollars just in sales tax alone,,,,,,,sbcsae
*RICH:,And uh,,,,,,,sbcsae
,I got custom plates on it,,,,,,,sbcsae
*FRED:,What,,,,,,,sbcsae
*FRED:,What does it say,,,,,,,sbcsae
*RICH:,Hustlin,,,,,,,sbcsae
*FRED:,Hustlin,,,,,,,sbcsae
*FRED:,,,,,,,,sbcsae
,Nobody else had that,,,,,,,sbcsae
*RICH:,Thirty six bucks a year,,,,,,,sbcsae
*FRED:,,,,,,,,sbcsae
,,,,,,,,sbcsae
*RICH:,But that's a good one,TI,T4,TI,T1,UNMATCH,T1,sbcsae
*FRED:,,,,,,,,sbcsae
*RICH:,for that 's what I'm doing now,,,,,,,sbcsae
*RICH:,That's my life,,,,,,,sbcsae
*FRED:,Yeah,,,,,,,sbcsae
,really,,,,,,,sbcsae
*RICH:,I gotta hustle to make money,,,,,,,sbcsae
*RICH:,If I don't hustle,,,,,,,sbcsae
,I'm not gonna make money,,,,,,,sbcsae
*FRED:,Yeah,,,,,,,sbcsae
*RICH:,But everything's,TI,T4,TI,T4,MATCH,T4,sbcsae
,Everything's hap,,,,,,,sbcsae
*RICH:,uh You know,,,,,,,sbcsae
,fell into place pretty good,,,,,,,sbcsae
*RICH:,I mean,,,,,,,sbcsae
,things happen for a reason,,,,,,,sbcsae
*RICH:,N this,,,,,,,sbcsae
*RICH:,The situation that I'm in happened for a reason,,,,,,,sbcsae
,I changed my career,,,,,,,sbcsae
,I took care of everything I had to take care of with the car,,,,,,,sbcsae
,And uh,,,,,,,sbcsae
,now I'm gonna,,,,,,,sbcsae
,j save my money and,,,,,,,sbcsae
,try to get my own pad,,,,,,,sbcsae
*RICH:,Condominium or whatever the case may be,,,,,,,sbcsae
*FRED:,,,,,,,,sbcsae
*RICH:,I'm gonna be saving a lotta money working here,,,,,,,sbcsae
,so if I'm making decent money,,,,,,,sbcsae
,I'll be able to uh,,,,,,,sbcsae
,,,,,,,,sbcsae
*FRED:,To,,,,,,,sbcsae
*RICH:,get something on my own,,,,,,,sbcsae
*FRED:,Yeah,,,,,,,sbcsae
*RICH:,With the help of my parents of course,,,,,,,sbcsae
,because,,,,,,,sbcsae
*FRED:,When you say it happens for a reason,,,,,,,sbcsae
,it's like,,,,,,,sbcsae
,it happened,,,,,,,sbcsae
,to get you off,,,,,,,sbcsae
*RICH:,Off my ass,,,,,,,sbcsae
*FRED:,Off your,,,,,,,sbcsae
*RICH:,Get me out of the factory,,,,,,,sbcsae
,get me into a career that I can make good money,,,,,,,sbcsae
,and uh,,,,,,,sbcsae
,to realize that uh,,,,,,,sbcsae
,I had a good woman,,,,,,,sbcsae
,and I shouldn't,,,,,,,sbcsae
,I shouldn't wanna have anybody else,,,,,,,sbcsae
*RICH:,She spent twelve years of her life with me and uh,,,,,,,sbcsae
,she's always been positive thinker,,,,,,,sbcsae
,and uh,,,,,,,sbcsae
,always been good,,,,,,,sbcsae
*FRED:,Yeah,,,,,,,sbcsae
*RICH:,understanding,,,,,,,sbcsae
,and uh,,,,,,,sbcsae
*FRED:,Sure,,,,,,,sbcsae
,it'd be different if she were a bitch and always nagging,,,,,,,sbcsae
*RICH:,Yeah,,,,,,,sbcsae
*FRED:,you know and then,,,,,,,sbcsae
*RICH:,exactly,,,,,,,sbcsae
*FRED:,getting on your ca se,,,,,,,sbcsae
*RICH:,Or didn't like,,,,,,,sbcsae
*FRED:,and making your life impossible,,,,,,,sbcsae
*RICH:,uh didn't enjoy doing anything,,,,,,,sbcsae
,she al ways was,,,,,,,sbcsae
*FRED:,Yeah,,,,,,,sbcsae
*RICH:,you know,,,,,,,sbcsae
*FRED:,exac tly,,,,,,,sbcsae
*RICH:,pretty much uh,,,,,,,sbcsae
,able to do anything that I wanted to do,,,,,,,sbcsae
*RICH:,She was never negative or anything and uh,,,,,,,sbcsae
,it was basically me,,,,,,,sbcsae
,you know going out,,,,,,,sbcsae
*RICH:,The problem going out,,,,,,,sbcsae
*RICH:,So it happened for a reason,,,,,,,sbcsae
*RICH:,Now I hope that,,,,,,,sbcsae
,uh you know,,,,,,,sbcsae
,in the future she,,,,,,,sbcsae
,she realizes that I'm,,,,,,,sbcsae
*RICH:,I have have changed and matured and,,,,,,,sbcsae
,and that she would give me that chance,,,,,,,sbcsae
,you know,,,,,,,sbcsae
*FRED:,To go,,,,,,,sbcsae
*RICH:,to go back with her,,,,,,,sbcsae
*FRED:,To go back,,,,,,,sbcsae
*RICH:,and try to make our life work together,,,,,,,sbcsae
*FRED:,Yeah,,,,,,,sbcsae
*RICH:,But only time will tell,TI,T4,TI,T4,MATCH,T4,sbcsae
,I gotta prove it to her,,,,,,,sbcsae
*RICH:,And,,,,,,,sbcsae
,I gotta leave her on her own,,,,,,,sbcsae
,let her see,,,,,,,sbcsae
,you know,,,,,,,sbcsae
*FRED:,Yeah,,,,,,,sbcsae
*RICH:,Even if she goes out with other men,,,,,,,sbcsae
,or dates other men,,,,,,,sbcsae
,if that's,,,,,,,sbcsae
,if if she does feel any attraction towards anybody else,,,,,,,sbcsae
*RICH:,I'll never know,,,,,,,sbcsae
*FRED:,But she'll know what her good thing was,TI,T1,TI,T1,MATCH,T1,sbcsae
*RICH:,N yeah,,,,,,,sbcsae
*FRED:,That's for sure,,,,,,,sbcsae
*RICH:,def initely,,,,,,,sbcsae
*RICH:,,,,,MATCH,24,,
@End,,,,,UNMATCH,14,,
