speaker,script,position1,function1,position2,function2,match,agreement,corpus
*JULI:,Real rich guy,,,,,,,sbcsae
*JULI:,He's laugh got a hunting preserve,,,,,,,sbcsae
,preserve on the place with elk and,,,,,,,sbcsae
*GARY:,Wow,,,,,,,sbcsae
*JULI:,white tailed deer and,,,,,,,sbcsae
*GARY:,Where is Bijou Springs,,,,,,,sbcsae
*JULI:,he's getting moose now,,,,,,,sbcsae
*JULI:,Oh it's out close to Calhan,,,,,,,sbcsae
*JULI:,It's gorgeous country,,,,,,,sbcsae
*GARY:,Calhan,,,,,,,sbcsae
*JULI:,It's like,,,,,,,sbcsae
,northwest,,,,,,,sbcsae
*JULI:,Just northwest of Calhan,,,,,,,sbcsae
*JULI:,And it's beautiful beautiful country,,,,,,,sbcsae
*JULI:,Way out there in nowhere,,,,,,,sbcsae
*GARY:,Out wh,,,,,,,sbcsae
*GARY:,Th are there any trees out there,,,,,,,sbcsae
*GARY:,Or is it,,,,,,,sbcsae
*JULI:,l,,,,,,,sbcsae
*JULI:,Yeah,,,,,,,sbcsae
,we have a lotta trees,,,,,,,sbcsae
,We hunt through the trees,,,,,,,sbcsae
,and bounce off them from time to time and,,,,,,,sbcsae
*GARY:,,,,,,,,sbcsae
,,,,,,,,sbcsae
*JULI:,We have several scars in this barn,,,,,,,sbcsae
,from people bouncing l,,,,,,,sbcsae
*GARY:,Golly day,,,,,,,sbcsae
*JULI:,It's it's not,,,,,,,sbcsae
*GARY:,That sounds like fun though,,,,,,,sbcsae
*JULI:,It's not a sport for the timid,,,,,,,sbcsae
*JULI:,You've gotta be pretty brave,,,,,,,sbcsae
*JULI:,To do it,,,,,,,sbcsae
*JULI:,Or stupid,,,,,,,sbcsae
*GARY:,Mm,,,,,,,sbcsae
*JULI:,It's a it's uh sport for either the brave or the stu pid laugh,,,,,,,sbcsae
*GARY:,,,,,,,,sbcsae
,I've never done it,,,,,,,sbcsae
*JULI:,,,,,,,,sbcsae
*GARY:,My dad has done it,,,,,,,sbcsae
*JULI:,W,,,,,,,sbcsae
*JULI:,the fox hunting,,,,,,,sbcsae
*GARY:,He's,,,,,,,sbcsae
*GARY:,M hm,,,,,,,sbcsae
*JULI:,On hor seback,,,,,,,sbcsae
*GARY:,Mm,,,,,,,sbcsae
*JULI:,Where at,,,,,,,sbcsae
*GARY:,California,,,,,,,sbcsae
*GARY:,Down near uh,,,,,,,sbcsae
*JULI:,Do you know the name of the hunt,,,,,,,sbcsae
*GARY:,No,,,,,,,sbcsae
,I don't know anything,,,,,,,sbcsae
*GARY:,Let's see,,,,,,,sbcsae
*GARY:,,,,,,,,sbcsae
,No,,,,,,,sbcsae
*GARY:,All I I know where it is,,,,,,,sbcsae
*GARY:,It's over near uh,,,,,,,sbcsae
,,,,,,,,sbcsae
,Palo Alto,,,,,,,sbcsae
*JULI:,Mhm,,,,,,,sbcsae
*JULI:,Yeah,,,,,,,sbcsae
*JULI:,I know there's a hunt out near Palo Alto,,,,,,,sbcsae
,I don't know the name of it,,,,,,,sbcsae
*GARY:,Yeah,,,,,,,sbcsae
*JULI:,Well let me show you my barn,,,,,,,sbcsae
*JULI:,If you're interested,,,,,,,sbcsae
*GARY:,Sure,,,,,,,sbcsae
*JULI:,I've,,,,,,,sbcsae
*JULI:,I've been out hunting for a rake,,,,,,,sbcsae
,but I found it,UI,T1,UI,T4,UNMATCH,T1,sbcsae
*JULI:,Oh your brother's sitting in his car,,,,,,,sbcsae
*JULI:,Why is he doing that,,,,,,,sbcsae
*GARY:,Oh,,,,,,,sbcsae
*JULI:,With his tape recorder sitting here,,,,,,,sbcsae
*GARY:,I don't know,,,,,,,sbcsae
*GARY:,He's uh,,,,,,,sbcsae
,He's just recording conversations,,,,,,,sbcsae
*JULI:,,,,,,,,sbcsae
*GARY:,So we'll just keep it going here,,,,,,,sbcsae
*GARY:,They're not for content,,,,,,,sbcsae
,they're doing it for linguistic purposes,,,,,,,sbcsae
*JULI:,Right,,,,,,,sbcsae
,for linguistics,,,,,,,sbcsae
*GARY:,Making a m massive database,,,,,,,sbcsae
*JULI:,Come on dogs,,,,,,,sbcsae
*JULI:,Dogs,,,,,,,sbcsae
*JULI:,Come on,,,,,,,sbcsae
*GARY:,Come on,,,,,,,sbcsae
*JULI:,That's good,,,,,,,sbcsae
*JULI:,That's enough,,,,,,,sbcsae
*GARY:,Okay,,,,,,,sbcsae
*JULI:,Two dogs is enough at once,,,,,,,sbcsae
*JULI:,,,,,,,,sbcsae
,Ask him if he'd like to come see the barn,,,,,,,sbcsae
*GARY:,Matt,,,,,,,sbcsae
*GARY:,You wanna see the barn,,,,,,,sbcsae
*MATT:,Sure,,,,,,,sbcsae
*GARY:,Let me give you this,,,,,,,sbcsae
*JULI:,I didn't know you'd come out to sit in your car,,,,,,,sbcsae
*MATT:,Oh,,,,,,,sbcsae
,just taking it easy here,,,,,,,sbcsae
*MATT:,Yeah,,,,,,,sbcsae
*GARY:,l,,,,,,,sbcsae
*MATT:,So you got a new barn,,,,,,,sbcsae
*MATT:,Or a o ld barn,,,,,,,sbcsae
*JULI:,,,,,,,,sbcsae
,l,,,,,,,sbcsae
*JULI:,The barn's new,,,,,,,sbcsae
*GARY:,l that's a big dog,,,,,,,sbcsae
*GARY:,Or is this a horse,,,,,,,sbcsae
*JULI:,Puppy,,,,,,,sbcsae
*MATT:,,,,,,,,sbcsae
*GARY:,Pony,,,,,,,sbcsae
*JULI:,It's a puppy,,,,,,,sbcsae
*GARY:,l,,,,,,,sbcsae
,What kind is he,,,,,,,sbcsae
*JULI:,,,,,,,,sbcsae
,He's a Great Dane,,,,,,,sbcsae
*GARY:,Great Dane,,,,,,,sbcsae
*JULI:,He was left starving and sick at my vet's clinic for,,,,,,,sbcsae
*JULI:,pretty bad shape,,,,,,,sbcsae
,They picked him up and I adopted him from the Humane Society,,,,,,,sbcsae
*JULI:,He weighed seventy two pounds,,,,,,,sbcsae
,and now he weighs a hundred and l,,,,,,,sbcsae
*JULI:,Christmas gift,,,,,,,sbcsae
*GARY:,,,,,,,,sbcsae
*MATT:,Seventy two poun ds,,,,,,,sbcsae
*JULI:,He,,,,,,,sbcsae
*JULI:,He got me for Christmas,,,,,,,sbcsae
*MATT:,I can't imagine that dog,,,,,,,sbcsae
*GARY:,,,,,,,,sbcsae
*MATT:,weighing seven ty two pounds,,,,,,,sbcsae
*GARY:,Seventy two,,,,,,,sbcsae
*JULI:,And now he's,,,,,,,sbcsae
*GARY:,He must've had a lotta ribs showing,,,,,,,sbcsae
*JULI:,He was,,,,,,,sbcsae
*JULI:,Oh,,,,,,,sbcsae
,you could see his hips,,,,,,,sbcsae
,every,,,,,,,sbcsae
,every bone in his spine,,,,,,,sbcsae
*GARY:,Mm,,,,,,,sbcsae
*MATT:,So what were,,,,,,,sbcsae
*MATT:,What was happening to him,,,,,,,sbcsae
*MATT:,,,,,,,,sbcsae
*JULI:,Well he had real bad diarrhea,,,,,,,sbcsae
,and he hadn't been fed properly,,,,,,,sbcsae
,and he didn't have the right nutrition,,,,,,,sbcsae
,so hopefully he won't get to the size he should,,,,,,,sbcsae
*GARY:,,,,,,,,sbcsae
*JULI:,Hopefully he's almost full grown,,,,,,,sbcsae
*MATT:,,,,,,,,sbcsae
,Yeah laugh,,,,,,,sbcsae
*JULI:,Cause,,,,,,,sbcsae
,cause male Great Danes can get upwards of a hundred and seventy five pounds,,,,,,,sbcsae
*GARY:,Mm,,,,,,,sbcsae
*JULI:,And I don't want him to get that big,,,,,,,sbcsae
*JULI:,l,,,,,,,sbcsae
*JULI:,That's Hap,,,,,,,sbcsae
*JULI:,He's one of those l thoroughbreds,,,,,,,sbcsae
*MATT:,Yeah,,,,,,,sbcsae
*JULI:,He's a boarder,,,,,,,sbcsae
*JULI:,I now own,,,,,,,sbcsae
*GARY:,,,,,,,,sbcsae
*GARY:,What does that mean,,,,,,,sbcsae
*JULI:,He boards here,,,,,,,sbcsae
*JULI:,I board,,,,,,,sbcsae
*GARY:,Oh oh oh,,,,,,,sbcsae
*JULI:,Yeah,,,,,,,sbcsae
*JULI:,I only own five of em now,,,,,,,sbcsae
,and two of them are somewhere else,,,,,,,sbcsae
,cause I don't have room for em,,,,,,,sbcsae
*JULI:,My mare and foal are down the hill,,,,,,,sbcsae
*GARY:,What is that,,,,,,,sbcsae
*JULI:,It's a granary,,,,,,,sbcsae
,it holds about four thousand pounds of grain,,,,,,,sbcsae
*GARY:,Oh,,,,,,,sbcsae
*GARY:,Wow,,,,,,,sbcsae
*JULI:,l,,,,,,,sbcsae
*JULI:,I have,,,,,,,sbcsae
*GARY:,I've never seen anybody had one of those at a barn,,,,,,,sbcsae
*JULI:,Well I feed between twenty and twenty five horses all year round,,,,,,,sbcsae
*GARY:,,,,,,,,sbcsae
*JULI:,So I can't buy it by the sack,,,,,,,sbcsae
*GARY:,,,,,,,,sbcsae
*JULI:,I go through,,,,,,,sbcsae
*MATT:,l have trucks come out here,,,,,,,sbcsae
*JULI:,Yeah I go through about three hundred pounds a day,,,,,,,sbcsae
*GARY:,Oh laugh man,,,,,,,sbcsae
*MATT:,,,,,,,,sbcsae
*JULI:,I go through ten,,,,,,,sbcsae
*GARY:,Incredible,,,,,,,sbcsae
*JULI:,Ten to twelve tons of hay a month,,,,,,,sbcsae
*JULI:,Roughly,,,,,,,sbcsae
,ten to twelve thousand dollars a year of hay,,,,,,,sbcsae
*GARY:,You must have been hurting this last season,,,,,,,sbcsae
*GARY:,Hunh,,,,,,,sbcsae
*JULI:,No actually,,,,,,,sbcsae
,my hay supplier was l,,,,,,,sbcsae
*GARY:,How did you do that,,,,,,,sbcsae
*GARY:,I mean it was hard for everybody,,,,,,,sbcsae
*JULI:,I've been buying hay,,,,,,,sbcsae
,I've been buying hay from Bartlett's,,,,,,,sbcsae
,for six years now,,,,,,,sbcsae
*JULI:,and I don't,,,,,,,sbcsae
*JULI:,I'm not his biggest customer,,,,,,,sbcsae
,but I've been real steady and real loyal,UI,T4,UI,T4,MATCH,T4,sbcsae
*GARY:,We had a r,,,,,,,sbcsae
*JULI:,and I've referred him to a lotta people,,,,,,,sbcsae
*JULI:,And um,,,,,,,sbcsae
*GARY:,We had a lotta,,,,,,,sbcsae
,we had a,,,,,,,sbcsae
*JULI:,He kept my hay price,,,,,,,sbcsae
*GARY:,shortage of hay this year,,,,,,,sbcsae
*GARY:,Because of uh,,,,,,,sbcsae
*JULI:,He,,,,,,,sbcsae
*JULI:,Yeah,,,,,,,sbcsae
*GARY:,It was the floods out in,,,,,,,sbcsae
*JULI:,But see he knows how much,TI,T4,TI,T4,MATCH,T4,sbcsae
*JULI:,he buys a lotta hay,,,,,,,sbcsae
,he's a broker,,,,,,,sbcsae
*JULI:,And he buys hay,,,,,,,sbcsae
,And actually I usually get the Wyoming hay,,,,,,,sbcsae
,and it got ruined in the rain,,,,,,,sbcsae
*JULI:,So I was getting West Cliff hay,,,,,,,sbcsae
,which I don't think is quite as good,,,,,,,sbcsae
,it's good,,,,,,,sbcsae
*JULI:,But not quite as good,UI,T3,UI,T1,UNMATCH,T3,sbcsae
*GARY:,Unhunh,,,,,,,sbcsae
*JULI:,But he kept my hay price down to a hundred and twenty five dollars a ton,TI,T4,TI,T4,MATCH,T4,sbcsae
*GARY:,Which is how much,,,,,,,sbcsae
*JULI:,All winter,,,,,,,sbcsae
*JULI:,Delivered and stacked,,,,,,,sbcsae
*GARY:,Wow,,,,,,,sbcsae
*GARY:,l,,,,,,,sbcsae
*JULI:,Which is really good,,,,,,,sbcsae
*GARY:,What does that boil down to per bale,,,,,,,sbcsae
*JULI:,Well he was selling it to other people,,,,,,,sbcsae
,that came and picked it up,,,,,,,sbcsae
,for a hundred and sixty five,,,,,,,sbcsae
*JULI:,A ton,,,,,,,sbcsae
*JULI:,But I get twenty two to twenty five tons at a time,UI,T2,UI,T2,MATCH,T2,sbcsae
*GARY:,,,,,,,,sbcsae
*JULI:,He just brings a semi load in here,,,,,,,sbcsae
*GARY:,I'll bet,,,,,,,sbcsae
*GARY:,What does that boil down to per bale,,,,,,,sbcsae
*JULI:,There's Shiba,,,,,,,sbcsae
*GARY:,Do you know,,,,,,,sbcsae
*GARY:,No,,,,,,,sbcsae
*JULI:,No it,,,,,,,sbcsae
*JULI:,It's roughly,,,,,,,sbcsae
,anywhere from twenty eight to thirty,,,,,,,sbcsae
,um,,,,,,,sbcsae
,bales per ton,,,,,,,sbcsae
*JULI:,But,UI,T1,UI,T4,UNMATCH,T4,sbcsae
,I always buy by the ton,,,,,,,sbcsae
,because then I know how much feed I have,,,,,,,sbcsae
*GARY:,Yeah,,,,,,,sbcsae
*JULI:,You know,,,,,,,sbcsae
,when you buy this much,,,,,,,sbcsae
,you can't go by the bale,,,,,,,sbcsae
*JULI:,It's kinda silly,,,,,,,sbcsae
*GARY:,Yeah,,,,,,,sbcsae
,right,,,,,,,sbcsae
*JULI:,See there's Shiba,,,,,,,sbcsae
*GARY:,Yeah,,,,,,,sbcsae
*GARY:,l,,,,,,,sbcsae
*JULI:,,,,,,,,sbcsae
,l,,,,,,,sbcsae
*GARY:,,,,,,,,sbcsae
*JULI:,,,,,,,,sbcsae
,Are you sleepy,,,,,,,sbcsae
*JULI:,And that's her boyfriend Beamer,,,,,,,sbcsae
*JULI:,He's so,,,,,,,sbcsae
*JULI:,He's so happy,,,,,,,sbcsae
,he thinks he has a whole mare herd now to protect,,,,,,,sbcsae
*GARY:,Alright,,,,,,,sbcsae
*MATT:,Hm,,,,,,,sbcsae
*JULI:,She's been in high heat the last couple days,,,,,,,sbcsae
*MATT:,,,,,,,,sbcsae
*JULI:,He thinks that's wonderful,,,,,,,sbcsae
*GARY:,Shiba's been in heat,,,,,,,sbcsae
*JULI:,Oh yeah,,,,,,,sbcsae
*JULI:,See how she,,,,,,,sbcsae
*JULI:,See what she's doing,,,,,,,sbcsae
*JULI:,Squirting on him,,,,,,,sbcsae
*GARY:,Oh yuck,,,,,,,sbcsae
*JULI:,Miserable old mare,,,,,,,sbcsae
*JULI:,,,,,,,,sbcsae
,He likes it,,,,,,,sbcsae
,This one's in heat too,,,,,,,sbcsae
,and he won't pay any attention to her,,,,,,,sbcsae
,and she's really frustrated,,,,,,,sbcsae
*JULI:,Cause poor mare,,,,,,,sbcsae
,she's been off her feet for two days because,,,,,,,sbcsae
,Beamer rushes the fence,,,,,,,sbcsae
,and bears his teeth,,,,,,,sbcsae
,and,,,,,,,sbcsae
,pins his ears at her,,,,,,,sbcsae
,because he d,,,,,,,sbcsae
*JULI:,He doesn't want her to get next to his mare,,,,,,,sbcsae
*JULI:,He keeps himself between his mare and,,,,,,,sbcsae
,and that one,,,,,,,sbcsae
,who might threaten his mare herd,,,,,,,sbcsae
*GARY:,,,,,,,,sbcsae
*JULI:,He's really a funny character,,,,,,,sbcsae
*JULI:,I give lessons on him too,,,,,,,sbcsae
,he's privately owned but,UI,T1,UI,T1,MATCH,T1,sbcsae
,his owner doesn't ride him much,,,,,,,sbcsae
*JULI:,And he's real gentle,,,,,,,sbcsae
*JULI:,He um,,,,,,,sbcsae
,he was shown out in California,,,,,,,sbcsae
*GARY:,,,,,,,,sbcsae
*JULI:,He,,,,,,,sbcsae
*JULI:,he rides Western English and drives,,,,,,,sbcsae
*JULI:,He pulls a cart,,,,,,,sbcsae
*GARY:,Wow,,,,,,,sbcsae
*JULI:,And he's just as cute as can be,,,,,,,sbcsae
*JULI:,He's a little Morgan,,,,,,,sbcsae
*GARY:,They're identical color aren't they,,,,,,,sbcsae
*JULI:,Unhunh,,,,,,,sbcsae
*JULI:,And she's just sure that this one's going to be it,,,,,,,sbcsae
*JULI:,Actually he's doing better than my stallion,,,,,,,sbcsae
*GARY:,Wow,,,,,,,sbcsae
*JULI:,My stallion can't get it figured out,,,,,,,sbcsae
*JULI:,,,,,,,,sbcsae
*GARY:,,,,,,,,sbcsae
*JULI:,He's only three,,,,,,,sbcsae
*JULI:,And we tried breeding him to a mare the other day,,,,,,,sbcsae
,and she was going out of heat,,,,,,,sbcsae
,wasn't very strong,,,,,,,sbcsae
,And he was just a lot more interested in the Gelding next to her,,,,,,,sbcsae
,and I said,,,,,,,sbcsae
,this is what I need is a gay stallion,,,,,,,sbcsae
*GARY:,,,,,,,,sbcsae
*JULI:,,,,,,,,sbcsae
*MATT:,,,,,,,,sbcsae
*GARY:,l,,,,,,,sbcsae
*JULI:,Oh I said,,,,,,,sbcsae
,l well,,,,,,,sbcsae
,that way at least I don't have to worry about gelding him,,,,,,,sbcsae
*JULI:,And he'll keep his pretty coat,,,,,,,sbcsae
,you know we just won't worry about him,,,,,,,sbcsae
*JULI:,And he's real even tempered but,UI,T4,UI,T4,MATCH,T4,sbcsae
*JULI:,uh We just had his first foal,,,,,,,sbcsae
*JULI:,He did manage to breed my old mare last year,,,,,,,sbcsae
*JULI:,But she's really experienced,UI,T4,UI,T4,MATCH,T4,sbcsae
*JULI:,And I just turned em out to pasture together for three days,,,,,,,sbcsae
,and she was patient with him,,,,,,,sbcsae
*MATT:,Hm,,,,,,,sbcsae
*JULI:,But then he fell in love with her and it was,UI,T4,UI,T4,MATCH,T4,sbcsae
*HORS:,,,,,,,,sbcsae
*JULI:,He was,,,,,,,sbcsae
*JULI:,Um,,,,,,,sbcsae
,what do you call it,,,,,,,sbcsae
*JULI:,He only wanted the one mare,,,,,,,sbcsae
*JULI:,He wouldn't look at any of the others last year,,,,,,,sbcsae
*JULI:,So we didn't get anybody else bred last year,,,,,,,sbcsae
*JULI:,But two is a little young to be asking anything,UI,T4,UI,T4,MATCH,T4,sbcsae
*JULI:,Watch this now,,,,,,,sbcsae
*JULI:,Watch him rush l at her,,,,,,,sbcsae
*JULI:,rush at her,,,,,,,sbcsae
*JULI:,l,,,,,,,sbcsae
*JULI:,See and her buddy,,,,,,,sbcsae
,um,,,,,,,sbcsae
,the reason she's here,,,,,,,sbcsae
,this black mare,,,,,,,sbcsae
,she's here for board and training,,,,,,,sbcsae
,she hadn't been ridden in five years,,,,,,,sbcsae
*JULI:,And her um,,,,,,,sbcsae
,pal of ten ye,,,,,,,sbcsae
,ten years had to be put down a few weeks ago,,,,,,,sbcsae
*JULI:,He just was so crippled up and old and,,,,,,,sbcsae
*GARY:,Mm,,,,,,,sbcsae
*JULI:,suffering and,,,,,,,sbcsae
,she didn't want to keep the mare at home,,,,,,,sbcsae
,after they put the other horse down,,,,,,,sbcsae
,cause she figured she'd get frantic,,,,,,,sbcsae
*JULI:,So she came here to have more friends,,,,,,,sbcsae
*JULI:,To make friends,,,,,,,sbcsae
*GARY:,Yeah,,,,,,,sbcsae
*JULI:,Well these are,,,,,,,sbcsae
*GARY:,So what did you do to your arena,,,,,,,sbcsae
*JULI:,Um,,,,,,,sbcsae
,well last year I put in a whole new ring,,,,,,,sbcsae
*JULI:,I spent about three thousand dollars leveling it,,,,,,,sbcsae
*JULI:,Because it wasn't quite level,,,,,,,sbcsae
,I,,,,,,,sbcsae
*JULI:,I'd had it leveled when I moved here,,,,,,,sbcsae
,but it w really wasn't level,UI,T3,UI,T1,UNMATCH,T1,sbcsae
*GARY:,Mhm,,,,,,,sbcsae
*JULI:,And the sand that I had in it uh,,,,,,,sbcsae
*JULI:,There was natural sand in it when I bought the place,,,,,,,sbcsae
,It had all washed down the road,,,,,,,sbcsae
,and I p think Kettle Creek scooped it up and put it in their ring,,,,,,,sbcsae
,So it was hard as a rock,,,,,,,sbcsae
*GARY:,l,,,,,,,sbcsae
*JULI:,And it kept washing out,,,,,,,sbcsae
*JULI:,And it was terrible and,,,,,,,sbcsae
,like riding on asphalt,,,,,,,sbcsae
*JULI:,So,,,,,,,sbcsae
,I had,,,,,,,sbcsae
*GARY:,Well you were probably down to the hardpack,,,,,,,sbcsae
*JULI:,I was down to clay,,,,,,,sbcsae
*GARY:,Mm,,,,,,,sbcsae
*JULI:,And I had Havens come out,,,,,,,sbcsae
,and,,,,,,,sbcsae
*JULI:,with a bulldozer,,,,,,,sbcsae
*JULI:,And he leveled the whole thing,,,,,,,sbcsae
,he took a whole bunch out of this corner you can see,,,,,,,sbcsae
*GARY:,Yeah,,,,,,,sbcsae
*JULI:,And put it down in that corner,,,,,,,sbcsae
*GARY:,Yeah,,,,,,,sbcsae
*JULI:,And,,,,,,,sbcsae
,it just was a lot nicer,,,,,,,sbcsae
*JULI:,And then I had,,,,,,,sbcsae
,three hundred tons of sand brought in and spread laugh,,,,,,,sbcsae
*GARY:,,,,,,,,sbcsae
*JULI:,It was great in the winter time,,,,,,,sbcsae
*JULI:,When it was all frozen,,,,,,,sbcsae
,and I had this much soft stuff on top,,,,,,,sbcsae
*JULI:,but when it thawed,UI,T2,UI,T2,MATCH,T2,sbcsae
,we couldn't ride in it,,,,,,,sbcsae
,it was this deep,,,,,,,sbcsae
*GARY:,Oh,,,,,,,sbcsae
*JULI:,It was horrid,,,,,,,sbcsae
*JULI:,And the horses have had a hard time,,,,,,,sbcsae
*GARY:,Too much,,,,,,,sbcsae
*JULI:,So today,,,,,,,sbcsae
*JULI:,Finally it's been dry enough for Tad to come out and,,,,,,,sbcsae
,and take the rest of the sand off,,,,,,,sbcsae
*JULI:,And I sold it to him,,,,,,,sbcsae
*GARY:,Oh he was taking it out,,,,,,,sbcsae
*JULI:,He was taking it out,,,,,,,sbcsae
*GARY:,Oh okay,,,,,,,sbcsae
,I saw the big dump truck,,,,,,,sbcsae
*JULI:,Yeah,,,,,,,sbcsae
*JULI:,Well,,,,,,,sbcsae
,that was Havens was taking it out,,,,,,,sbcsae
*JULI:,Um,,,,,,,sbcsae
,Orville Havens,,,,,,,sbcsae
*JULI:,and uh his son,,,,,,,sbcsae
*JULI:,Which I can't remember his name,,,,,,,sbcsae
*JULI:,Starts with an el,,,,,,,sbcsae
*JULI:,Lenny or something,,,,,,,sbcsae
*GARY:,And he was taking it to someplace else,,,,,,,sbcsae
*JULI:,Lenny and Orville,,,,,,,sbcsae
*JULI:,He was taking it to one of my students,,,,,,,sbcsae
,who lives on the road behind me,,,,,,,sbcsae
,who put in a ring but didn't have any sand y et,UM,T1,UM,T1,MATCH,T1,sbcsae
*GARY:,Okay,,,,,,,sbcsae
*GARY:,Okay,,,,,,,sbcsae
*JULI:,So she got a great deal,,,,,,,sbcsae
*JULI:,She got about a third of my sand,,,,,,,sbcsae
,that I paid,,,,,,,sbcsae
,twelve or thirteen hundred dollars for delivered,,,,,,,sbcsae
,and she got it a,,,,,,,sbcsae
,got about a third of it,,,,,,,sbcsae
,for about two hundred and fifty bucks,,,,,,,sbcsae
*GARY:,Hey that's good,,,,,,,sbcsae
*JULI:,And so it was a lot cheaper than if she'd bought it,,,,,,,sbcsae
*GARY:,Yeah,,,,,,,sbcsae
*JULI:,cause I only charged her,,,,,,,sbcsae
,a buck,,,,,,,sbcsae
,a buck a ton,,,,,,,sbcsae
,which is what I paid for it,,,,,,,sbcsae
*JULI:,But then I had to pay a lot more to have it hauled in,UI,T4,UI,T4,MATCH,T4,sbcsae
*GARY:,Yeah,,,,,,,sbcsae
*JULI:,The hauling is what costs so much,,,,,,,sbcsae
*JULI:,l,UI,T4,UI,I2,UNMATCH,T4,sbcsae
*GARY:,So uh,,,,,,,sbcsae
,yeah,,,,,,,sbcsae
,you know,,,,,,,sbcsae
,My,,,,,,,sbcsae
,my arena isn't very level,,,,,,,sbcsae
*JULI:,Well it cost her a lot less to level hers,,,,,,,sbcsae
,but it wasn't as big as mine,UI,T1,UI,T1,MATCH,T1,sbcsae
,or as unlevel,,,,,,,sbcsae
*JULI:,This is my tractor,,,,,,,sbcsae
*JULI:,It's masquerading as an Isuzu,,,,,,,sbcsae
*JULI:,But it really is my tractor,UI,T4,UI,T3,UNMATCH,T3,sbcsae
*GARY:,,,,,,,,sbcsae
,Foggy meadows,,,,,,,sbcsae
*JULI:,My handyman did that,,,,,,,sbcsae
*JULI:,I haven't seen him for a while,,,,,,,sbcsae
,I think he quit,,,,,,,sbcsae
*JULI:,And didn't tell me,,,,,,,sbcsae
*JULI:,That's my roommate,,,,,,,sbcsae
*JULI:,One of my roommate's horses is here,,,,,,,sbcsae
,l,UI,T1,UI,T1,MATCH,T1,sbcsae
,he's hiding,,,,,,,sbcsae
*JULI:,And then,,,,,,,sbcsae
,this is the field,,,,,,,sbcsae
*JULI:,This is what we call the witch field,,,,,,,sbcsae
,the mares live out there,,,,,,,sbcsae
,they get turned out there during the day,,,,,,,sbcsae
,and then that's the gelding field,,,,,,,sbcsae
,and my stallion lives out with the geldings,,,,,,,sbcsae
,And Bruge stands here half the day wanting to come in,,,,,,,sbcsae
,and then after he goes in he wants to go out,,,,,,,sbcsae
*GARY:,,,,,,,,sbcsae
*JULI:,He's like a lotta people's children in the winter time,,,,,,,sbcsae
*GARY:,The mare field and the gelding field,,,,,,,sbcsae
*JULI:,And the Chestnut,,,,,,,sbcsae
*JULI:,You see a dark grey on this side,,,,,,,sbcsae
*JULI:,And then a chestnut with his tail to us,,,,,,,sbcsae
*GARY:,Yeah,,,,,,,sbcsae
*JULI:,The chestnut is my stallion,,,,,,,sbcsae
*JULI:,And he's just as mellow as,,,,,,,sbcsae
*JULI:,He's mellower than most geldings,,,,,,,sbcsae
*JULI:,He's a sweetheart,,,,,,,sbcsae
*JULI:,And the mare and baby,,,,,,,sbcsae
,are up the road,,,,,,,sbcsae
,a half mile,,,,,,,sbcsae
,If you go through the gateposts,,,,,,,sbcsae
*JULI:,Th where it says Stray Winds Two,,,,,,,sbcsae
*JULI:,And just go through there and look to your left,,,,,,,sbcsae
,there's a pasture,,,,,,,sbcsae
*JULI:,And I've got the mare and baby up there in a seven acre pasture,,,,,,,sbcsae
*GARY:,Wow,,,,,,,sbcsae
*JULI:,And we've got,,,,,,,sbcsae
*GARY:,l,,,,,,,sbcsae
*JULI:,Right now we're down to twenty horses here,,,,,,,sbcsae
*JULI:,Which is great,,,,,,,sbcsae
*JULI:,And then,,,,,,,sbcsae
,my roommate's old horse is going out to pasture the first of the month too,,,,,,,sbcsae
*JULI:,He's um,,,,,,,sbcsae
,had a real rough year,,,,,,,sbcsae
,he had cancer,,,,,,,sbcsae
,and,,,,,,,sbcsae
,he lost one eye,,,,,,,sbcsae
,and the other eye is going blind,,,,,,,sbcsae
,and this'll probably be his last summer and,,,,,,,sbcsae
*GARY:,Mm,,,,,,,sbcsae
*JULI:,she's not riding him a whole lot,,,,,,,sbcsae
*JULI:,But he's still pretty happy,UI,T1,UI,T1,MATCH,T1,sbcsae
*JULI:,So we'll put him out to pasture and let him eat grass for a summer,,,,,,,sbcsae
,and,,,,,,,sbcsae
,see how he is in the fall,,,,,,,sbcsae
*JULI:,And if he's,,,,,,,sbcsae
,if he's,,,,,,,sbcsae
,looks like he's gonna lose the sight in the other eye totally,,,,,,,sbcsae
,we'll put him down in the fall,,,,,,,sbcsae
*JULI:,I'm not gonna let him wander around blind,,,,,,,sbcsae
*JULI:,It's not fair to him,,,,,,,sbcsae
*JULI:,He's been a grand horse,,,,,,,sbcsae
*JULI:,But none of ours go to the killers at the end of their life,UI,T4,UI,T4,MATCH,T4,sbcsae
*GARY:,Where do they go,,,,,,,sbcsae
*JULI:,They get put down,,,,,,,sbcsae
,and then either buried or just hauled off,,,,,,,sbcsae
*JULI:,But we put em down at home,UI,T2,UI,T4,UNMATCH,T4,sbcsae
*JULI:,I don't,,,,,,,sbcsae
*JULI:,I don't put them through going out to the sale and,,,,,,,sbcsae
,being menh manhandled,,,,,,,sbcsae
,and stuck in semi trucks,,,,,,,sbcsae
,and scared to death at the l end of their lives,,,,,,,sbcsae
*JULI:,I just,,,,,,,sbcsae
*GARY:,Hm,,,,,,,sbcsae
*JULI:,don't believe in that,,,,,,,sbcsae
*JULI:,That's probably why I'll always be poor,,,,,,,sbcsae
