speaker,script,position1,function1,position2,function2,match,agreement,corpus
,uh,,,,,,,sbcsae
,transferred to my name,,,,,,,sbcsae
*JULI:,l transferred,,,,,,,sbcsae
,since nineteen seventy seven laugh,,,,,,,sbcsae
*JULI:,I don't know how many owners she's had,,,,,,,sbcsae
*JULI:,But it hasn't,UI,T4,UI,T4,MATCH,T4,sbcsae
*GARY:,Wow,,,,,,,sbcsae
*JULI:,You don't remember the name of the people you bought her from,,,,,,,sbcsae
*JULI:,Do you,,,,,,,sbcsae
*GARY:,No,,,,,,,sbcsae
,but then that's not unusual,UI,T4,UI,T4,MATCH,T4,sbcsae
*JULI:,Yeah,,,,,,,sbcsae
*GARY:,cause I,,,,,,,sbcsae
*JULI:,You don't ride do you,,,,,,,sbcsae
*GARY:,I don't ride,,,,,,,sbcsae
,and I'm not involved,,,,,,,sbcsae
,the only thing I do is,,,,,,,sbcsae
,um,,,,,,,sbcsae
*JULI:,Pay the bills,,,,,,,sbcsae
*GARY:,I'm,,,,,,,sbcsae
*GARY:,No,,,,,,,sbcsae
*GARY:,She pays the bills laugh,,,,,,,sbcsae
,I,,,,,,,sbcsae
*GARY:,I earn the the money to pay the bills,,,,,,,sbcsae
,but,UI,T2,UI,T2,MATCH,T2,sbcsae
,she uh,,,,,,,sbcsae
,I do the hard labor,,,,,,,sbcsae
*GARY:,I build barns and,,,,,,,sbcsae
,make arenas,,,,,,,sbcsae
,shovel manure,,,,,,,sbcsae
,uh that's about it,,,,,,,sbcsae
*GARY:,,,,,,,,sbcsae
*JULI:,Well I really like this pony,,,,,,,sbcsae
*JULI:,She's gonna work out great here,,,,,,,sbcsae
*GARY:,Alright,,,,,,,sbcsae
*GARY:,good,,,,,,,sbcsae
*JULI:,She's gonna go competitive trail riding,,,,,,,sbcsae
*JULI:,Do the novice,,,,,,,sbcsae
,thirty mile competitive trail rides,,,,,,,sbcsae
*GARY:,Wow,,,,,,,sbcsae
*JULI:,with a,,,,,,,sbcsae
,an eleven year old thi s year,,,,,,,sbcsae
*GARY:,Wow,,,,,,,sbcsae
*JULI:,So this eleven year old's horse is a little bit big for her,,,,,,,sbcsae
,and she's still intimidated on him out on the trails,,,,,,,sbcsae
,even though he's great,,,,,,,sbcsae
*JULI:,So I'm gonna take him this year,,,,,,,sbcsae
,and she's gonna take the pony,,,,,,,sbcsae
,and,,,,,,,sbcsae
,she's,,,,,,,sbcsae
,she had her at the Air Force Academy Sunday and just,,,,,,,sbcsae
,had a great time,,,,,,,sbcsae
*GARY:,Alright,,,,,,,sbcsae
*GARY:,Was i on a trail or something,,,,,,,sbcsae
*JULI:,And she now goes through water just fine,,,,,,,sbcsae
*GARY:,Through water,,,,,,,sbcsae
*JULI:,Yes,,,,,,,sbcsae
*GARY:,That's great,,,,,,,sbcsae
*JULI:,she goes through running water this deep,,,,,,,sbcsae
*JULI:,Happily n ow,,,,,,,sbcsae
*GARY:,That's great,,,,,,,sbcsae
*JULI:,And all the kids had to do was get her through uh,,,,,,,sbcsae
*JULI:,Get her in a couple times,,,,,,,sbcsae
,and she decided it was fun,,,,,,,sbcsae
*JULI:,She likes it,,,,,,,sbcsae
*GARY:,laugh,,,,,,,sbcsae
*JULI:,And,,,,,,,sbcsae
,now you don't even have to ask,,,,,,,sbcsae
*GARY:,That 's great,,,,,,,sbcsae
*JULI:,She just g oes,,,,,,,sbcsae
*JULI:,So,,,,,,,sbcsae
,seventeen years old they can still learn something,,,,,,,sbcsae
*GARY:,Uh,,,,,,,sbcsae
,now how do you,,,,,,,sbcsae
,get on a trail ride at the Air Force Academy,,,,,,,sbcsae
*JULI:,Well,,,,,,,sbcsae
,they have a lotta trails there,,,,,,,sbcsae
,we just trailer over there,,,,,,,sbcsae
*JULI:,We just load the horses in a trailer l,,,,,,,sbcsae
*GARY:,Alright,,,,,,,sbcsae
*GARY:,That's neat,,,,,,,sbcsae
*JULI:,And head over,,,,,,,sbcsae
*JULI:,They have real pretty trails,,,,,,,sbcsae
*GARY:,We just drove around,,,,,,,sbcsae
,I was showing Matt,,,,,,,sbcsae
,he's only here for one day,,,,,,,sbcsae
*JULI:,Oh where's he from,,,,,,,sbcsae
*GARY:,He's from UC Santa Barbara,,,,,,,sbcsae
*GARY:,Or Santa Barbara,,,,,,,sbcsae
*JULI:,Mm,,,,,,,sbcsae
*GARY:,University of California Santa Barba ra,,,,,,,sbcsae
*JULI:,And what's his name,,,,,,,sbcsae
*GARY:,Matt,,,,,,,sbcsae
*JULI:,I thought you said Matt,,,,,,,sbcsae
*GARY:,Yeah,,,,,,,sbcsae
*JULI:,Okay,,,,,,,sbcsae
*GARY:,Matt and uh,,,,,,,sbcsae
,he he he's back on the airplane tomorrow morning,,,,,,,sbcsae
*JULI:,I'm bad on names,,,,,,,sbcsae
*GARY:,so we were driving around and,,,,,,,sbcsae
*JULI:,Oh wow,,,,,,,sbcsae
*GARY:,went to the Air Force Academy and,,,,,,,sbcsae
,Took him over to Garden of the Gods,,,,,,,sbcsae
*JULI:,,,,,,,,sbcsae
*GARY:,and it was hailing on us,,,,,,,sbcsae
,and everything,,,,,,,sbcsae
,okay,,,,,,,sbcsae
,thank you,,,,,,,sbcsae
,and,,,,,,,sbcsae
*JULI:,l,,,,,,,sbcsae
*GARY:,She gave me two of those,,,,,,,sbcsae
*JULI:,receipt,,,,,,,sbcsae
*GARY:,I guess one for you to keep,,,,,,,sbcsae
,and one for her to keep,,,,,,,sbcsae
*JULI:,Okay,,,,,,,sbcsae
*JULI:,uh Do you wanna just write on here,,,,,,,sbcsae
,that I've paid that fifty dollars now,,,,,,,sbcsae
*GARY:,Yes,,,,,,,sbcsae
*GARY:,I sure do,,,,,,,sbcsae
*GARY:,And fifty bucks,,,,,,,sbcsae
*JULI:,And then we're,,,,,,,sbcsae
*GARY:,paid by,,,,,,,sbcsae
*JULI:,We'll be done with it,,,,,,,sbcsae
*JULI:,,,,,,,,sbcsae
*GARY:,Uh,,,,,,,sbcsae
,paid b,,,,,,,sbcsae
*GARY:,How do I do this,,,,,,,sbcsae
*GARY:,And fifty dollars will be paid,,,,,,,sbcsae
*JULI:,Just put down five twenty four ninety four,,,,,,,sbcsae
*JULI:,And then write paid in full,,,,,,,sbcsae
*JULI:,Cause today's five twenty four,,,,,,,sbcsae
*GARY:,Right,,,,,,,sbcsae
*GARY:,Right,,,,,,,sbcsae
*GARY:,Twenty four May,,,,,,,sbcsae
,ninety four,,,,,,,sbcsae
,paid in full,,,,,,,sbcsae
*JULI:,And then just initial it,,,,,,,sbcsae
*GARY:,Yeah,,,,,,,sbcsae
*JULI:,Okay,,,,,,,sbcsae
*GARY:,Now I better do that on the other one too,,,,,,,sbcsae
*JULI:,Okay,,,,,,,sbcsae
*JULI:,,,,,,,,sbcsae
,l,,,,,,,sbcsae
*JULI:,,,,,,,,sbcsae
*GARY:,l,,,,,,,sbcsae
*JULI:,Yeah she's even got a boyfriend,,,,,,,sbcsae
*JULI:,The little Morgan Gelding,,,,,,,sbcsae
*JULI:,Has decided that's his mare herd,,,,,,,sbcsae
*JULI:,He's been lonesome for,,,,,,,sbcsae
,the last year or so,,,,,,,sbcsae
*JULI:,Since he's,,,,,,,sbcsae
*JULI:,Well he's been lonesome for a long time,,,,,,,sbcsae
*JULI:,Cause he's been kept alone all his life,,,,,,,sbcsae
,he was,,,,,,,sbcsae
*JULI:,wasn't gelded till he was eleven,,,,,,,sbcsae
*JULI:,,,,,,,,sbcsae
*GARY:,So,,,,,,,sbcsae
*GARY:,One of these you get to keep,,,,,,,sbcsae
,how about that one,,,,,,,sbcsae
*JULI:,Mm kay,,,,,,,sbcsae
*GARY:,And uh,,,,,,,sbcsae
,I guess that's it hunh,,,,,,,sbcsae
*JULI:,And then just have Ja mie call me,,,,,,,sbcsae
*GARY:,Now,,,,,,,sbcsae
,yeah,,,,,,,sbcsae
*JULI:,and let me know,,,,,,,sbcsae
,if she's ever had a brand inspection done on this pony,,,,,,,sbcsae
,since she got to Colorado,,,,,,,sbcsae
,because if there's a prior brand inspection on her,,,,,,,sbcsae
*GARY:,Right,,,,,,,sbcsae
*JULI:,Then it,,,,,,,sbcsae
*JULI:,There'll be a record of it,,,,,,,sbcsae
*GARY:,Okay,,,,,,,sbcsae
*JULI:,And then I would need it,,,,,,,sbcsae
*JULI:,or need some way to look it up,,,,,,,sbcsae
*JULI:,It gets kinda screwy,,,,,,,sbcsae
*GARY:,Okay,,,,,,,sbcsae
*JULI:,And they look like this,,,,,,,sbcsae
*JULI:,In,,,,,,,sbcsae
*JULI:,In either pink or blue,,,,,,,sbcsae
*ENV:,,,,,,,,sbcsae
*JULI:,Or,,,,,,,sbcsae
,if you have a permanent one,,,,,,,sbcsae
,l Let's see if I've got a permanent one here with me,,,,,,,sbcsae
*JULI:,I bet not,,,,,,,sbcsae
*GARY:,What happened to Matt,,,,,,,sbcsae
*JULI:,uh I don't know,,,,,,,sbcsae
,I think he wandered off,,,,,,,sbcsae
*GARY:,He just left,,,,,,,sbcsae
*GARY:,Okay,,,,,,,sbcsae
*JULI:,,,,,,,,sbcsae
*GARY:,Uh,,,,,,,sbcsae
*JULI:,I sure like your daughter's new horse,,,,,,,sbcsae
*GARY:,Co,,,,,,,sbcsae
*JULI:,she's lovely,,,,,,,sbcsae
*GARY:,Oh uh Fancy,,,,,,,sbcsae
*JULI:,l,,,,,,,sbcsae
*JULI:,Beautiful pony,,,,,,,sbcsae
*JULI:,Horse,,,,,,,sbcsae
*GARY:,Yeah,,,,,,,sbcsae
*JULI:,Nah I don't have any permanents here,,,,,,,sbcsae
*GARY:,Okay it's the,,,,,,,sbcsae
,Colorado Department of g Agriculture,,,,,,,sbcsae
*JULI:,,,,,,,,sbcsae
*GARY:,l Department of Agriculture,,,,,,,sbcsae
*GARY:,I guess,,,,,,,sbcsae
*GARY:,Okay,,,,,,,sbcsae
*JULI:,Yeah,,,,,,,sbcsae
*GARY:,And what do you call that,,,,,,,sbcsae
*GARY:,That's uh,,,,,,,sbcsae
*JULI:,Well it's,,,,,,,sbcsae
*GARY:,State Board of Stock Inspection,,,,,,,sbcsae
*JULI:,You know it doesn't cost much to do it,,,,,,,sbcsae
,but it is a law,UI,T4,UI,T4,MATCH,T4,sbcsae
*JULI:,and,,,,,,,sbcsae
*KARE:,So long,,,,,,,sbcsae
*JULI:,You leaving,,,,,,,sbcsae
*KARE:,Mm,,,,,,,sbcsae
*JULI:,l,,,,,,,sbcsae
*JULI:,You wouldn't believe how good he felt,,,,,,,sbcsae
,when I took him out to grass this morning,,,,,,,sbcsae
*JULI:,He was dancing on the end of the lead rope,,,,,,,sbcsae
,And arch,,,,,,,sbcsae
*KARE:,Cause he knew where he was go ing,,,,,,,sbcsae
*JULI:,but he did it on the way up back too,TI,T4,TI,T4,MATCH,T4,sbcsae
*KARE:,Oh,,,,,,,sbcsae
*JULI:,He had his neck arched,,,,,,,sbcsae
,and he's just like vibrating with energy,,,,,,,sbcsae
*KARE:,Oh good,,,,,,,sbcsae
*KARE:,Maybe I should go out and ride him now,,,,,,,sbcsae
*JULI:,I guess you should,,,,,,,sbcsae
*KARE:,Woo,,,,,,,sbcsae
*GARY:,,,,,,,,sbcsae
*KARE:,Bye,,,,,,,sbcsae
*KARE:,,,,,,,,sbcsae
*JULI:,Bye,,,,,,,sbcsae
*JULI:,Did you see my patio I'm putting in,,,,,,,sbcsae
*JULI:,Look how much is done now,,,,,,,sbcsae
*KARE:,Oh it's a patio,,,,,,,sbcsae
*KARE:,I thought you were gonna grass it,,,,,,,sbcsae
*JULI:,No,,,,,,,sbcsae
*JULI:,I told you I'm gonna do a flagstone patio,,,,,,,sbcsae
*KARE:,You told me you were gonna grass it,,,,,,,sbcsae
*JULI:,That's why I took out all these rocks over here,,,,,,,sbcsae
*JULI:,That's my roommate Karen,,,,,,,sbcsae
*KARE:,Oh,,,,,,,sbcsae
*GARY:,Okay,,,,,,,sbcsae
*GARY:,Is,,,,,,,sbcsae
*KARE:,Well I never know what you're gonna do from week to week,,,,,,,sbcsae
*JULI:,,,,,,,,sbcsae
*GARY:,,,,,,,,sbcsae
,Okay,,,,,,,sbcsae
,uh,,,,,,,sbcsae
,it's a law,,,,,,,sbcsae
,Who's supposed to do this,,,,,,,sbcsae
*GARY:,The buyer or the seller or,,,,,,,sbcsae
,or what,,,,,,,sbcsae
*GARY:,I don't know,,,,,,,sbcsae
*JULI:,I think the seller is supposed to,,,,,,,sbcsae
*GARY:,l,,,,,,,sbcsae
*JULI:,Usually the seller's supposed to pay for it,,,,,,,sbcsae
,but I just,UI,T1,UI,T1,MATCH,T1,sbcsae
,I just do it and I pay for it,,,,,,,sbcsae
,it doesn't really make that much difference to me,,,,,,,sbcsae
,cause it's only like seven bucks,,,,,,,sbcsae
*JULI:,To do it,,,,,,,sbcsae
*GARY:,l,,,,,,,sbcsae
*JULI:,But,TI,T4,TI,T4,MATCH,T4,sbcsae
,if she ha,,,,,,,sbcsae
*JULI:,uh I mean it's not a big deal,,,,,,,sbcsae
,I just need to know if she had one done or didn't have one done,,,,,,,sbcsae
*GARY:,Okay,,,,,,,sbcsae
*JULI:,Cause it'll make a difference on what the brand inspecttor does,,,,,,,sbcsae
*GARY:,Okay,,,,,,,sbcsae
*JULI:,If she did have one done,,,,,,,sbcsae
,I need to know about when,,,,,,,sbcsae
*JULI:,If she can't find the copy,,,,,,,sbcsae
*JULI:,So they can look it up,,,,,,,sbcsae
*GARY:,Okay,,,,,,,sbcsae
*JULI:,And I doubt if they're terribly computerized,,,,,,,sbcsae
*ENV:,,,,,,,,sbcsae
*JULI:,Cause I had this happen once before,,,,,,,sbcsae
,when I lost the brand inspection on a horse I'd bought,,,,,,,sbcsae
,but I remembered the month that I bought it in,UI,T4,UI,T4,MATCH,T4,sbcsae
*JULI:,And I happened to buy it out at the auction,,,,,,,sbcsae
*JULI:,It was one of my,,,,,,,sbcsae
*KARE:,There's a movie sitting on the desk out there,,,,,,,sbcsae
*JULI:,What is it,,,,,,,sbcsae
*KARE:,The Substitute Wife,,,,,,,sbcsae
*JULI:,Oh,,,,,,,sbcsae
*JULI:,Was that any good,,,,,,,sbcsae
*KARE:,It was very good,,,,,,,sbcsae
*JULI:,Oh good,,,,,,,sbcsae
*JULI:,You mean Farrah Fawcett has learned to act,,,,,,,sbcsae
*KARE:,Didn't we see,,,,,,,sbcsae
*KARE:,Well it was funny,,,,,,,sbcsae
*JULI:,Oh okay,,,,,,,sbcsae
*KARE:,It was different,,,,,,,sbcsae
*KARE:,I don't know how realistic it was,,,,,,,sbcsae
*JULI:,I just didn't think she looked the part of a plains wife,,,,,,,sbcsae
*KARE:,but it was different,TI,T1,TI,T1,MATCH,T1,sbcsae
*KARE:,No,,,,,,,sbcsae
*JULI:,No,,,,,,,sbcsae
*GARY:,,,,,,,,sbcsae
*JULI:,Too many teeth and hair,,,,,,,sbcsae
*KARE:,Bye,,,,,,,sbcsae
*KARE:,,,,,,,,sbcsae
*GARY:,,,,,,,,sbcsae
,Well,,,,,,,sbcsae
,Th,,,,,,,sbcsae
*GARY:,okay this is what you get,,,,,,,sbcsae
,and the guy hands it to you,,,,,,,sbcsae
*JULI:,l,,,,,,,sbcsae
,Yeah,,,,,,,sbcsae
*GARY:,Okay,,,,,,,sbcsae
*GARY:,l I have no idea,,,,,,,sbcsae
*GARY:,So I'll have to ask her,,,,,,,sbcsae
*JULI:,And s,,,,,,,sbcsae
*JULI:,I'm the,,,,,,,sbcsae
*JULI:,Okay I'm the agent,,,,,,,sbcsae
*JULI:,Let's see this is gonna go to the owner,,,,,,,sbcsae
*JULI:,So yeah,,,,,,,sbcsae
*JULI:,The owner would have the blue copy,,,,,,,sbcsae
*JULI:,The a I was the agent on this horse,,,,,,,sbcsae
*JULI:,I'm not the owner,,,,,,,sbcsae
*GARY:,So,,,,,,,sbcsae
*JULI:,But course,TI,T4,TI,I2?,UNMATCH,T4,sbcsae
*GARY:,The,,,,,,,sbcsae
*JULI:,we got him last July,,,,,,,sbcsae
*JULI:,l,,,,,,,sbcsae
,I just,,,,,,,sbcsae
*JULI:,I just can't bear to bring the brand inspector out for just one horse,,,,,,,sbcsae
,because it's only like seven bucks,,,,,,,sbcsae
,now this one was seventeen,,,,,,,sbcsae
,because,,,,,,,sbcsae
,he's getting a permanent brand inspection,,,,,,,sbcsae
*JULI:,Which you can keep,,,,,,,sbcsae
,for the,,,,,,,sbcsae
,for as long as you own the horse,,,,,,,sbcsae
*GARY:,What is a brand inspection,,,,,,,sbcsae
*JULI:,But it's,TI,T4,TI,I2?,UNMATCH,I2,sbcsae
*JULI:,What it is is your l,,,,,,,sbcsae
,for horse or cattle,,,,,,,sbcsae
,in the State of Colorado,,,,,,,sbcsae
*GARY:,Oh,,,,,,,sbcsae
*JULI:,Regis tration,,,,,,,sbcsae
*GARY:,It's like re gistering a car,,,,,,,sbcsae
*JULI:,Right,,,,,,,sbcsae
*JULI:,And and,,,,,,,sbcsae
*GARY:,Or or uh,,,,,,,sbcsae
,not registering,,,,,,,sbcsae
,but uh,UM,T3,UM,T3,MATCH,T3,sbcsae
,passing title,,,,,,,sbcsae
*JULI:,Mhm,,,,,,,sbcsae
*GARY:,To a car,,,,,,,sbcsae
*JULI:,And,,,,,,,sbcsae
,see the thing is,,,,,,,sbcsae
,what makes it good,,,,,,,sbcsae
,uh is if you don't have a legal brand inspection,,,,,,,sbcsae
*JULI:,On a horse when you take him to the auction,,,,,,,sbcsae
,you can't run him through the auction,,,,,,,sbcsae
,they will impound the horse,,,,,,,sbcsae
*GARY:,Wow,,,,,,,sbcsae
*JULI:,So,,,,,,,sbcsae
,if somebody goes and forg es,,,,,,,sbcsae
*GARY:,,,,,,,,sbcsae
*JULI:,a little bill of sale that looks like this,,,,,,,sbcsae
,and steals a horse out of my pasture,,,,,,,sbcsae
,and takes it to the auction,,,,,,,sbcsae
,they're gonna impound the horse and check it out,,,,,,,sbcsae
*JULI:,Look for identifying marks,,,,,,,sbcsae
*JULI:,And not send that horse to the killers,,,,,,,sbcsae
*GARY:,Oh okay,,,,,,,sbcsae
*GARY:,Okay,,,,,,,sbcsae
*JULI:,That's why it's real important,,,,,,,sbcsae
*GARY:,Yeah,,,,,,,sbcsae
*GARY:,uh How do you uh,,,,,,,sbcsae
,I guess you just look it up in the phone book,,,,,,,sbcsae
,for uh,,,,,,,sbcsae
*JULI:,Well you usually you can you can,,,,,,,sbcsae
*GARY:,Colorado State Department of Agriculture or some thing,,,,,,,sbcsae
*JULI:,,,,,,,,sbcsae
,I c an never find it in the phone book,,,,,,,sbcsae
*JULI:,Call the vet,,,,,,,sbcsae
*JULI:,All the vets know the number,,,,,,,sbcsae
*GARY:,Vet,,,,,,,sbcsae
*JULI:,of the brand inspector,,,,,,,sbcsae
*GARY:,okay,,,,,,,sbcsae
*JULI:,And I have it on file too,,,,,,,sbcsae
*JULI:,His name is um,,,,,,,sbcsae
,our our current brand inspector is a real cutie,,,,,,,sbcsae
*JULI:,Let's see,,,,,,,sbcsae
*JULI:,What's his name,,,,,,,sbcsae
*JULI:,Bart Zuckerman,,,,,,,sbcsae
*JULI:,Is our current brand inspector,,,,,,,sbcsae
*GARY:,Okay,,,,,,,sbcsae
*JULI:,And he lives right here in Colorado Springs,,,,,,,sbcsae
*GARY:,Oh yeah,,,,,,,sbcsae
*GARY:,Hey,,,,,,,sbcsae
*JULI:,It's a Five Five Five number,,,,,,,sbcsae
*GARY:,Okay,,,,,,,sbcsae
*JULI:,I had a hard time getting hold of him this time,,,,,,,sbcsae
,his uh answering machine wasn't working,,,,,,,sbcsae
*GARY:,Okay,,,,,,,sbcsae
*JULI:,But,TI,I2,TI,T4,UNMATCH,I2,sbcsae
*GARY:,,,,,,,,sbcsae
*JULI:,he is a cutie,,,,,,,sbcsae
*JULI:,I mean he he's,,,,,,,sbcsae
*JULI:,He models for Shepler's magazine,,,,,,,sbcsae
*JULI:,Really nice looking young fellow,,,,,,,sbcsae
*JULI:,I don't know,,,,,,,sbcsae
*JULI:,He's got,,,,,,,sbcsae
*JULI:,I think he's got a couple kids,,,,,,,sbcsae
*JULI:,But,UI,T4,UI,T4,MATCH,T4,sbcsae
,very nice,,,,,,,sbcsae
*JULI:,Polite cowboy type,,,,,,,sbcsae
*JULI:,,,,,,,,sbcsae
,And on our last,,,,,,,sbcsae
*GARY:,Alright,,,,,,,sbcsae
*JULI:,I just get used to a brand inspector and they switch em on us,,,,,,,sbcsae
*GARY:,,,,,,,,sbcsae
*JULI:,Donald Bradbury was our brand inspector for years,,,,,,,sbcsae
*JULI:,And um,,,,,,,sbcsae
,I mean,,,,,,,sbcsae
,he knew me real well because I,,,,,,,sbcsae
,I'd go through seven eight horses a year out here and,,,,,,,sbcsae
*GARY:,Wow,,,,,,,sbcsae
*JULI:,Well,,,,,,,sbcsae
*GARY:,What do you what do you do here,,,,,,,sbcsae
*JULI:,cause I'm an,,,,,,,sbcsae
*JULI:,I'm an agent,,,,,,,sbcsae
*JULI:,I teach riding lessons,,,,,,,sbcsae
*GARY:,Oh,,,,,,,sbcsae
*JULI:,and I buy and sell,,,,,,,sbcsae
,and I'm an agent,,,,,,,sbcsae
*GARY:,Oh,,,,,,,sbcsae
*JULI:,I'll,,,,,,,sbcsae
*JULI:,I'll find horses for people,,,,,,,sbcsae
,that,,,,,,,sbcsae
*GARY:,O kay,,,,,,,sbcsae
*JULI:,And so I act as an agent,,,,,,,sbcsae
*GARY:,So you match a a a customer with a horse,,,,,,,sbcsae
*JULI:,Yeah it's sorta like a dating service,,,,,,,sbcsae
*JULI:,It's wonder ful,,,,,,,sbcsae
*GARY:,Yeah,,,,,,,sbcsae
*JULI:,It's really a lotta f un,,,,,,,sbcsae
*GARY:,Yeah,,,,,,,sbcsae
*JULI:,Yeah,,,,,,,sbcsae
*GARY:,So they know that,,,,,,,sbcsae
,that you can do this,,,,,,,sbcsae
,so they tell you,,,,,,,sbcsae
,hey,,,,,,,sbcsae
,I really need this kind of a horse,,,,,,,sbcsae
*JULI:,Right,,,,,,,sbcsae
*GARY:,,,,,,,,sbcsae
*JULI:,Well uh m,,,,,,,sbcsae
*JULI:,Most of the time it's my students,,,,,,,sbcsae
*JULI:,And when they're ready to buy a horse,,,,,,,sbcsae
*GARY:,Yeah,,,,,,,sbcsae
*JULI:,then I look for a horse for em,,,,,,,sbcsae
*GARY:,Yeah,,,,,,,sbcsae
*JULI:,Like with uh Peggy's horse,,,,,,,sbcsae
,I looked at twenty eight horses in ten days,,,,,,,sbcsae
*GARY:,,,,,,,,sbcsae
*JULI:,be fore I found the one that I thought would suit her,,,,,,,sbcsae
*GARY:,,,,,,,,sbcsae
*JULI:,And she's a wonderful horse,,,,,,,sbcsae
*JULI:,And I didn't even dicker on the price for her,,,,,,,sbcsae
*JULI:,Because I thought the price was so good,,,,,,,sbcsae
*GARY:,Mhm,,,,,,,sbcsae
*JULI:,,,,,,,,sbcsae
,And we paid twenty five hundred for her,,,,,,,sbcsae
*JULI:,And she was a nine year old Anglo Arab,,,,,,,sbcsae
,Um,,,,,,,sbcsae
,about fifteen three,,,,,,,sbcsae
,lovely mare,,,,,,,sbcsae
*JULI:,She's cleaning up in competitive trail and,,,,,,,sbcsae
,and doing reasonably well at the shows,,,,,,,sbcsae
*JULI:,And the mare's real cute,,,,,,,sbcsae
,takes good care of her,,,,,,,sbcsae
,she hunts her,,,,,,,sbcsae
,goes out to the,,,,,,,sbcsae
,the fox hunt and hunts her all winter,,,,,,,sbcsae
*GARY:,Fox hunt,,,,,,,sbcsae
*JULI:,Yeah we hunt,,,,,,,sbcsae
*JULI:,But we hunt coyotes in Colorado,UI,T3,UI,T4,UNMATCH,T3,sbcsae
*JULI:,But we don't kill them,UI,T1,UI,T1,MATCH,T1,sbcsae
*JULI:,We just chase em,,,,,,,sbcsae
*GARY:,Where 's the fox hunt,,,,,,,sbcsae
*JULI:,But it,UI,T4,TI,T4,MATCH,T4,sbcsae
,we have,,,,,,,sbcsae
,we have um,,,,,,,sbcsae
*GARY:,My dad does that,,,,,,,sbcsae
*JULI:,thirty two,,,,,,,sbcsae
,um,,,,,,,sbcsae
,English foxhounds,,,,,,,sbcsae
*JULI:,At our club,,,,,,,sbcsae
*GARY:,Really,,,,,,,sbcsae
*JULI:,Out,,,,,,,sbcsae
,uh it's at,,,,,,,sbcsae
*GARY:,What club is that,,,,,,,sbcsae
*JULI:,It's the Bijou Springs,,,,,,,sbcsae
,Bi,,,,,,,sbcsae
*JULI:,No,,,,,,,sbcsae
*JULI:,Bijou Hunt Club,,,,,,,sbcsae
*JULI:,B Bijou Springs Hunt Club I guess it's called,,,,,,,sbcsae
*JULI:,And it's out at Bijou Springs Ranch,,,,,,,sbcsae
,we lease twenty thousand acres to hunt on out there with the kennels,,,,,,,sbcsae
*GARY:,,,,,,,,sbcsae
*JULI:,Costs us twelve thousand six hundred dollars a year for the lease,,,,,,,sbcsae
,for the right to hunt out there,,,,,,,sbcsae
,and have the clubhouse and the kennels,,,,,,,sbcsae
*JULI:,And it belongs to,,,,,,,sbcsae
,think of his name,,,,,,,sbcsae
