speaker,script,position1,function1,position2,function2,match,agreement,corpus
*FRAN:,green,,,,,,,sbcsae
,you know that green,,,,,,,sbcsae
*SEAN:,,,,,,,,sbcsae
*FRAN:,And,,,,,,,sbcsae
,it's a wonderful place,,,,,,,sbcsae
*ALIC:,Celandine,,,,,,,sbcsae
*SEAN:,Indian Indian colors,,,,,,,sbcsae
*FRAN:,The cemetery,,,,,,,sbcsae
*FRAN:,But the,UI,T4,UI,T4,MATCH,T4,sbcsae
,But this,UI,T4,UI,T3,UNMATCH,T4,sbcsae
,Where now is this church,,,,,,,sbcsae
*SEAN:,celandine ,,,,,,,sbcsae
*BERN:,not celandine,,,,,,,sbcsae
*BERN:,No that's Ch,,,,,,,sbcsae
*FRAN:,that was built from the,,,,,,,sbcsae
*SEAN:,much too subtle,,,,,,,sbcsae
*ALIC:,darn,,,,,,,sbcsae
*BERN:,That's f China,,,,,,,sbcsae
*FRAN:,uh,,,,,,,sbcsae
,stones of the temple,,,,,,,sbcsae
*BERN:,,,,,,,,sbcsae
*FRAN:,by this p t,,,,,,,sbcsae
*ALIC:,Modern,,,,,,,sbcsae
*FRAN:,this same priest,,,,,,,sbcsae
*SEAN:,Mhm,,,,,,,sbcsae
*BERN:,,,,,,,,sbcsae
*FRAN:,and is,,,,,,,sbcsae
*FRAN:,A,,,,,,,sbcsae
*FRAN:,uh there,,,,,,,sbcsae
*FRAN:,There was a tree,,,,,,,sbcsae
,that burned all night,,,,,,,sbcsae
,and never,,,,,,,sbcsae
*FRAN:,And and wasn't consumed by the flame,,,,,,,sbcsae
,and the tree's still there,,,,,,,sbcsae
,and they,,,,,,,sbcsae
,It's,,,,,,,sbcsae
,you know,,,,,,,sbcsae
,i uh it's fenced,,,,,,,sbcsae
,and people say,,,,,,,sbcsae
,this is the tree,,,,,,,sbcsae
,and there are several things around this big square,,,,,,,sbcsae
*ALIC:,Oh,,,,,,,sbcsae
,mythology's so great,,,,,,,sbcsae
*FRAN:,and,,,,,,,sbcsae
*ALIC:,That's what we're doing,,,,,,,sbcsae
,we're making our own up right now,,,,,,,sbcsae
*FRAN:,you know what's right there,,,,,,,sbcsae
*ALIC:,With our little tape recorder,,,,,,,sbcsae
*FRAN:,An AA uh meeting place,,,,,,,sbcsae
*FRAN:,And painted,,,,,,,sbcsae
*SEAN:,Ah,,,,,,,sbcsae
*FRAN:,on the door of this little shacky building,,,,,,,sbcsae
,it's a,,,,,,,sbcsae
*FRAN:,A all around this big square,,,,,,,sbcsae
,there are these kinda beat up little buildings,,,,,,,sbcsae
*FRAN:,And,,,,,,,sbcsae
,painted on one,,,,,,,sbcsae
,a big,,,,,,,sbcsae
,the circle with the triangle inside,,,,,,,sbcsae
*FRAN:,And I looked,,,,,,,sbcsae
,and I said,,,,,,,sbcsae
,God,,,,,,,sbcsae
,is that what I think it is,,,,,,,sbcsae
,And I walked over,,,,,,,sbcsae
,and there it was,,,,,,,sbcsae
,in Spanish,,,,,,,sbcsae
,and the meeting schedule was painted on the wall and everything,,,,,,,sbcsae
,and it's right there by this most sacred site,,,,,,,sbcsae
*ALIC:,Did you go to that meeting Sean,,,,,,,sbcsae
*BERN:,That's  mazing,,,,,,,sbcsae
*SEAN:,I've never been there,,,,,,,sbcsae
*FRAN:,Isn't that wonderful,,,,,,,sbcsae
*ALIC:,Oh you weren't,,,,,,,sbcsae
,Oh,,,,,,,sbcsae
*SEAN:,No,,,,,,,sbcsae
*FRAN:,It was great,,,,,,,sbcsae
*BERN:,That is,,,,,,,sbcsae
*SEAN:,I've never been to Merida,,,,,,,sbcsae
*FRAN:,Yeah,,,,,,,sbcsae
*BERN:,Cause they have a lot,,,,,,,sbcsae
*FRAN:,Right there by this sacred site,,,,,,,sbcsae
*ALIC:,I thought you were,,,,,,,sbcsae
*BERN:,We were in Mexico City,,,,,,,sbcsae
*SEAN:,No,,,,,,,sbcsae
*ALIC:,Really,,,,,,,sbcsae
*BERN:,and it was hard to scrape up a meeting,,,,,,,sbcsae
*BERN:,It was mostly Americans,,,,,,,sbcsae
,that work for the,,,,,,,sbcsae
*SEAN:,Embassy,,,,,,,sbcsae
*BERN:,CIA or,,,,,,,sbcsae
,Was,,,,,,,sbcsae
*BERN:,We were,,,,,,,sbcsae
*SEAN:,Well no,,,,,,,sbcsae
*SEAN:,They,,,,,,,sbcsae
*SEAN:,In Mexico City,,,,,,,sbcsae
,there was always a Mexican meeting going on,,,,,,,sbcsae
,same time as an American speak English speaking,,,,,,,sbcsae
*SEAN:,English speaking was upstairs,,,,,,,sbcsae
*BERN:,But it's harder for them to be alcoholic,TI,T4,TI,T1,UNMATCH,T4,sbcsae
*SEAN:,and,,,,,,,sbcsae
,Spanish people were downstairs,,,,,,,sbcsae
*FRAN:,Why,,,,,,,sbcsae
,they can't find booze ,,,,,,,sbcsae
*FRAN:,I mean what's the problem,,,,,,,sbcsae
*FRAN:,,,,,,,,sbcsae
*SEAN:,No there,,,,,,,sbcsae
*FRAN:,,,,,,,,sbcsae
*SEAN:,there was always,,,,,,,sbcsae
*BERN:,No,,,,,,,sbcsae
,it's th harder for th,,,,,,,sbcsae
*BERN:,Uh supposedly it's harder for them,,,,,,,sbcsae
,It's,,,,,,,sbcsae
*BERN:,It's so like hard i,,,,,,,sbcsae
*FRAN:,To,,,,,,,sbcsae
*BERN:,It's against their machismo to,,,,,,,sbcsae
*FRAN:,Oh of course,,,,,,,sbcsae
*BERN:,Machismo to be,,,,,,,sbcsae
*ALIC:,Y you know,,,,,,,sbcsae
,at at gay AA meetings,,,,,,,sbcsae
,do they have signers,,,,,,,sbcsae
*SEAN:,Yes,,,,,,,sbcsae
*BERN:,Sometimes,,,,,,,sbcsae
*FRAN:,They are in New York now,,,,,,,sbcsae
*FRAN:,More and more,,,,,,,sbcsae
*SEAN:,Yes,,,,,,,sbcsae
*BERN:,Yeah they do this a lot,,,,,,,sbcsae
*BERN:,,,,,,,,sbcsae
,,,,,,,,sbcsae
*ALIC:,,,,,,,,sbcsae
*FRAN:,,,,,,,,sbcsae
,That's a sign,,,,,,,sbcsae
*ALIC:,Yeah,,,,,,,sbcsae
*BERN:,It certainly is ,,,,,,,sbcsae
*FRAN:,,,,,,,,sbcsae
*ALIC:,,,,,,,,sbcsae
*BERN:,,,,,,,,sbcsae
*FRAN:,,,,,,,,sbcsae
*X:,Yes,,,,,,,sbcsae
*SEAN:,About a year ago we had a lot,,,,,,,sbcsae
*SEAN:,And they sort of all,,,,,,,sbcsae
*BERN:,Went to different meetings,,,,,,,sbcsae
*SEAN:,disappeared,,,,,,,sbcsae
*SEAN:,It's a har to,,,,,,,sbcsae
*SEAN:,Oh I think it would be hard,,,,,,,sbcsae
*ALIC:,What,,,,,,,sbcsae
,signing,,,,,,,sbcsae
*FRAN:,Well there are a few,,,,,,,sbcsae
,and there's a,,,,,,,sbcsae
*SEAN:,Signing,,,,,,,sbcsae
*FRAN:,There are a couple of deaf meetings,,,,,,,sbcsae
*ALIC:,always at gay things,,,,,,,sbcsae
*FRAN:,in New York now,,,,,,,sbcsae
*ALIC:,Every gay thing I've ever been to,,,,,,,sbcsae
,there was a signer,,,,,,,sbcsae
*SEAN:,Signer,,,,,,,sbcsae
*ALIC:,Yeah,,,,,,,sbcsae
*SEAN:,Hosts,,,,,,,sbcsae
*ALIC:,not at SLICK,,,,,,,sbcsae
*FRAN:,They're listed in the book as,,,,,,,sbcsae
,you know,,,,,,,sbcsae
,always,,,,,,,sbcsae
,a signer is always at this meeting,,,,,,,sbcsae
*FRAN:,And,,,,,,,sbcsae
*BERN:,I forgot,,,,,,,sbcsae
,do y,,,,,,,sbcsae
*BERN:,Yeah,,,,,,,sbcsae
*BERN:,That's right,,,,,,,sbcsae
*BERN:,Of course,,,,,,,sbcsae
,you go to meeting,,,,,,,sbcsae
*FRAN:,Oh sure,,,,,,,sbcsae
*BERN:,Yeah,,,,,,,sbcsae
*BERN:,You have for a while,,,,,,,sbcsae
*FRAN:,Yeah,,,,,,,sbcsae
,I'm sober for twelve years,,,,,,,sbcsae
*BERN:,Do you,,,,,,,sbcsae
*BERN:,Does she know your sponsor,,,,,,,sbcsae
*SEAN:,Same as Rick,,,,,,,sbcsae
,same as me,,,,,,,sbcsae
*FRAN:,Beg your pardon,,,,,,,sbcsae
*SEAN:,Same as me,,,,,,,sbcsae
*SEAN:,Lynne Bissell,,,,,,,sbcsae
*BERN:,Do you know Lynne Bissell,,,,,,,sbcsae
*SEAN:,That's my sponsor in New York,,,,,,,sbcsae
*FRAN:,No,,,,,,,sbcsae
*FRAN:,I don't know her,,,,,,,sbcsae
*SEAN:,She's an actress,,,,,,,sbcsae
,Woody Allen movies,,,,,,,sbcsae
,Older woman,,,,,,,sbcsae
,about seventy two,,,,,,,sbcsae
*FRAN:,I may know her,,,,,,,sbcsae
,and not know her,,,,,,,sbcsae
*SEAN:,You'd re,,,,,,,sbcsae
*SEAN:,you might know her,,,,,,,sbcsae
*FRAN:,Yeah,,,,,,,sbcsae
*SEAN:,Maybe not,,,,,,,sbcsae
*BERN:,Lynne,,,,,,,sbcsae
*FRAN:,I mean,,,,,,,sbcsae
,I don't know where she goes to meetings,,,,,,,sbcsae
*SEAN:,New York's a big place,,,,,,,sbcsae
*FRAN:,Yeah,,,,,,,sbcsae
,Because you've got a thousand meetings a week,,,,,,,sbcsae
*SEAN:,Upper East Side,,,,,,,sbcsae
*ENV:,,,,,,,,sbcsae
*FRAN:,Oh no,,,,,,,sbcsae
,I don't go uptown so much,,,,,,,sbcsae
*FRAN:,I'm generally mostly in the Village,,,,,,,sbcsae
*SEAN:,But she comes downtown,TI,T2,TI,T2,MATCH,T2,sbcsae
*BERN:,You stay in the Village,,,,,,,sbcsae
*FRAN:,Yeah,,,,,,,sbcsae
*BERN:,,,,,,,,sbcsae
*FRAN:,well it's convenient,,,,,,,sbcsae
,And it's,,,,,,,sbcsae
*FRAN:,So ,,,,,,,sbcsae
,If I go off for t some dinner party uptown or something,,,,,,,sbcsae
,I might go to a meeting uptown,,,,,,,sbcsae
,but mostly I'm downtown,UI,T1,UI,T1,MATCH,T1,sbcsae
*FRAN:,So,,,,,,,sbcsae
*ALIC:,New York,,,,,,,sbcsae
*ALIC:,Oh wow,,,,,,,sbcsae
*ALIC:,Greenwich Village,,,,,,,sbcsae
*FRAN:,Yes,,,,,,,sbcsae
*BERN:,Our New York connection,,,,,,,sbcsae
,we can all like remember through y Fran,,,,,,,sbcsae
*ALIC:,Oh,,,,,,,sbcsae
*FRAN:,,,,,,,,sbcsae
,Well,,,,,,,sbcsae
,the neighborhood's probably the same,,,,,,,sbcsae
*FRAN:,since it's a historic district,,,,,,,sbcsae
*ENV:,,,,,,,,sbcsae
*FRAN:,and they won't let em tear anything down,,,,,,,sbcsae
*X:,,,,,,,,sbcsae
*FRAN:,You could find your way around,,,,,,,sbcsae
,except that,,,,,,,sbcsae
*SEAN:,Your,,,,,,,sbcsae
*FRAN:,,,,,,,,sbcsae
*SEAN:,Your building's new,,,,,,,sbcsae
*SEAN:,Isn't it,,,,,,,sbcsae
*FRAN:,No,,,,,,,sbcsae
*FRAN:,My building's old,,,,,,,sbcsae
*FRAN:,I don't know when my building was built,,,,,,,sbcsae
*SEAN:,Fifties,,,,,,,sbcsae
*FRAN:,Nineteen ten,,,,,,,sbcsae
*FRAN:,No,,,,,,,sbcsae
*ALIC:,Nineteen ten,,,,,,,sbcsae
*SEAN:,Oh,,,,,,,sbcsae
,wow,,,,,,,sbcsae
*SEAN:,No I'm,,,,,,,sbcsae
,I'm thinking of a different building in,,,,,,,sbcsae
*FRAN:,Nineteen twenty,,,,,,,sbcsae
*BERN:,So is it a big a partment,,,,,,,sbcsae
*SEAN:,She's just moving into a new apartment,,,,,,,sbcsae
*SEAN:,She and her husband,,,,,,,sbcsae
*FRAN:,About a hundred and ninety apartments,,,,,,,sbcsae
*FRAN:,Seventeen stories,,,,,,,sbcsae
*BERN:,I mean i,,,,,,,sbcsae
*BERN:,Are they big,,,,,,,sbcsae
,like rooms,,,,,,,sbcsae
,is it big,,,,,,,sbcsae
*FRAN:,Yeah,,,,,,,sbcsae
*FRAN:,There are,,,,,,,sbcsae
,We're in,,,,,,,sbcsae
*ENV:,,,,,,,,sbcsae
*FRAN:,the,,,,,,,sbcsae
*FRAN:,Up in the penthouse,,,,,,,sbcsae
*FRAN:,There are some larger apartments,,,,,,,sbcsae
*ENV:,,,,,,,,sbcsae
*FRAN:,because people have bought neighboring apartments,,,,,,,sbcsae
,and expanded and mixed them,,,,,,,sbcsae
*FRAN:,You know,,,,,,,sbcsae
,but,UI,T1,UI,T1,MATCH,T1,sbcsae
,they're mostly,,,,,,,sbcsae
,well there're some studios,,,,,,,sbcsae
,and some one bedrooms,,,,,,,sbcsae
,and two bedrooms,,,,,,,sbcsae
*SEAN:,And has it always been an apartment house,,,,,,,sbcsae
*FRAN:,Yeah,,,,,,,sbcsae
*ENV:,,,,,,,,sbcsae
*ALIC:,What,,,,,,,sbcsae
*ALIC:,What is the real e estate market doing,,,,,,,sbcsae
*ALIC:,Is it down now,,,,,,,sbcsae
*FRAN:,Well,,,,,,,sbcsae
,it's down in general,,,,,,,sbcsae
*ALIC:,In New York,,,,,,,sbcsae
*FRAN:,But certain areas,TI,T1,TI,T1,MATCH,T1,sbcsae
,yeah,,,,,,,sbcsae
*FRAN:,Certain areas sort of held their val ue,,,,,,,sbcsae
*ENV:,,,,,,,,sbcsae
,,,,,,,,sbcsae
*FRAN:,And what happened would be,,,,,,,sbcsae
,rather than have it,,,,,,,sbcsae
,things kinda crashing,,,,,,,sbcsae
*FRAN:,S a,,,,,,,sbcsae
*FRAN:,W,,,,,,,sbcsae
*FRAN:,uh It would just,,,,,,,sbcsae
*FRAN:,uh Things would be slow to sell,,,,,,,sbcsae
*FRAN:,But,UI,T4,UI,T4,MATCH,T4,sbcsae
,they would ho,,,,,,,sbcsae
*FRAN:,The Village is one of the few areas that held its value,,,,,,,sbcsae
*FRAN:,Um,,,,,,,sbcsae
,but,UI,T4,UI,T4,MATCH,T4,sbcsae
,certain things are a drug on the market,,,,,,,sbcsae
*ENV:,,,,,,,,sbcsae
*FRAN:,If you have a studio apartment,,,,,,,sbcsae
,you're stuck with it,,,,,,,sbcsae
*SEAN:,,,,,,,,sbcsae
*ALIC:,For the rest of your life,,,,,,,sbcsae
*ALIC:,Like herpes,,,,,,,sbcsae
*FRAN:,Certainly for the next ten years,,,,,,,sbcsae
*FRAN:,And,,,,,,,sbcsae
,and,,,,,,,sbcsae
*SEAN:,,,,,,,,sbcsae
*FRAN:,if you have a one bedroom,,,,,,,sbcsae
,it has to have something kinda going for it,,,,,,,sbcsae
*FRAN:,Or you're gonna be sorta stuck,,,,,,,sbcsae
*FRAN:,You could be stuck with it,,,,,,,sbcsae
*FRAN:,Um,,,,,,,sbcsae
,two bedrooms and up are,,,,,,,sbcsae
,are f,,,,,,,sbcsae
*FRAN:,easy to se,,,,,,,sbcsae
,easier to sell,,,,,,,sbcsae
*ALIC:,Cause Beth,,,,,,,sbcsae
*ALIC:,You know,,,,,,,sbcsae
,my friend,,,,,,,sbcsae
*SEAN:,Eddie's still in New York or some other state,,,,,,,sbcsae
*ALIC:,she just sold one,,,,,,,sbcsae
,at a fifty thousand dollar loss,,,,,,,sbcsae
*ALIC:,From four years ago,,,,,,,sbcsae
*BERN:,,,,,,,,sbcsae
*ALIC:,That she bought,,,,,,,sbcsae
*FRAN:,Yeah,,,,,,,sbcsae
*FRAN:,Well we,,,,,,,sbcsae
*ALIC:,On Sutton Place,,,,,,,sbcsae
*FRAN:,Uh,,,,,,,sbcsae
*ALIC:,Where's Sutton Place,,,,,,,sbcsae
*FRAN:,Yeah,,,,,,,sbcsae
,Sutton Place is up on the East Side,,,,,,,sbcsae
*SEAN:,E,,,,,,,sbcsae
*FRAN:,now see the Upper East Side took one of the,,,,,,,sbcsae
*SEAN:,East Side isn't it,,,,,,,sbcsae
*BERN:,Real nice Sutton Place,,,,,,,sbcsae
*SEAN:,It's nice,,,,,,,sbcsae
*FRAN:,One of the hardest hits for dropped values,,,,,,,sbcsae
*BERN:,Because it had soared so high,,,,,,,sbcsae
*FRAN:,Th They,,,,,,,sbcsae
*FRAN:,Two things,,,,,,,sbcsae
*FRAN:,They had soared really high,,,,,,,sbcsae
*BERN:,That ch,,,,,,,sbcsae
*FRAN:,And,,,,,,,sbcsae
,there was an awful lot,,,,,,,sbcsae
*FRAN:,Because they soared so high,,,,,,,sbcsae
,that area had less zoning,,,,,,,sbcsae
,uh,,,,,,,sbcsae
*ALIC:,Restrictions,,,,,,,sbcsae
*FRAN:,restrictions,,,,,,,sbcsae
*FRAN:,And they w,,,,,,,sbcsae
*FRAN:,There was uh,,,,,,,sbcsae
*FRAN:,There was a lotta building in the area,,,,,,,sbcsae
*FRAN:,And so,,,,,,,sbcsae
,between those two things,,,,,,,sbcsae
,that market was,,,,,,,sbcsae
*BERN:,Lotta new buildings,,,,,,,sbcsae
*FRAN:,Yeah,,,,,,,sbcsae
*FRAN:,And the new buildings are,,,,,,,sbcsae
,I don't like the new buildings,,,,,,,sbcsae
*ALIC:,Do you like living in New York,,,,,,,sbcsae
*FRAN:,Yeah,,,,,,,sbcsae
*FRAN:,I love it,,,,,,,sbcsae
*FRAN:,We traveled all over,,,,,,,sbcsae
*FRAN:,We looked around,,,,,,,sbcsae
*FRAN:,We thought,,,,,,,sbcsae
,my husband and I stayed out on the road,,,,,,,sbcsae
,for two years,,,,,,,sbcsae
*FRAN:,And we went all over the United States,,,,,,,sbcsae
,and we d,,,,,,,sbcsae
,we didn't find any place we liked better,,,,,,,sbcsae
*ALIC:,So you went from New Orleans to New York,,,,,,,sbcsae
*FRAN:,Yeah,,,,,,,sbcsae
*FRAN:,Oh that I did years ago,,,,,,,sbcsae
*FRAN:,That I did,,,,,,,sbcsae
*ALIC:,But it's the new,TI,T4,TI,T4,MATCH,T4,sbcsae
*ALIC:,That part,,,,,,,sbcsae
*FRAN:,God knows,,,,,,,sbcsae
,s nineteen si sixty something,,,,,,,sbcsae
*FRAN:,Sixty three,,,,,,,sbcsae
*FRAN:,Thirty years ago,,,,,,,sbcsae
*ALIC:,So you've lived in New York all this time,,,,,,,sbcsae
*FRAN:,Mhm,,,,,,,sbcsae
*FRAN:,Thirty years,,,,,,,sbcsae
*FRAN:,Except,,,,,,,sbcsae
,I did take five years off,,,,,,,sbcsae
*BERN:,,,,,,,,sbcsae
*ALIC:,Thirty years in New York ,,,,,,,sbcsae
*BERN:,,,,,,,,sbcsae
*FRAN:,Yeah,,,,,,,sbcsae
*ALIC:,Wow,,,,,,,sbcsae
*FRAN:,I did take five years off,,,,,,,sbcsae
*FRAN:,I went to uh,,,,,,,sbcsae
,Florida,,,,,,,sbcsae
,which was a terrible mistake,,,,,,,sbcsae
*FRAN:,We needed a vacation,,,,,,,sbcsae
,and we accidentally moved instead,,,,,,,sbcsae
*ALIC:,Oh,,,,,,,sbcsae
*FRAN:,And then,,,,,,,sbcsae
,we realized that,,,,,,,sbcsae
,Well ,,,,,,,sbcsae
,The first year we were there,,,,,,,sbcsae
,we visited New York six times,,,,,,,sbcsae
,and we looked at each other and said,,,,,,,sbcsae
*BERN:,,,,,,,,sbcsae
*FRAN:,God,,,,,,,sbcsae
,we certainly do go back up there a lot,,,,,,,sbcsae
,what do you think that's about,,,,,,,sbcsae
*FRAN:,You know,,,,,,,sbcsae
,and we were just getting increasingly bored down there and,,,,,,,sbcsae
,you know,,,,,,,sbcsae
,you get occupied fixing up a house,,,,,,,sbcsae
,and that's kinda fun,,,,,,,sbcsae
,and then,,,,,,,sbcsae
*ALIC:,Where in Florida were you,,,,,,,sbcsae
*FRAN:,On the Gulf Coast,,,,,,,sbcsae
,Fort Myers Beach,,,,,,,sbcsae
*FRAN:,We had a nice house,,,,,,,sbcsae
,right on the sea,,,,,,,sbcsae
*SEAN:,In,,,,,,,sbcsae
*SEAN:,Yeah,,,,,,,sbcsae
*FRAN:,Right on the sea,,,,,,,sbcsae
*SEAN:,I saw pictures,,,,,,,sbcsae
*FRAN:,It was beautiful,,,,,,,sbcsae
*FRAN:,But the poor house,UI,T2,UI,T2,MATCH,T2,sbcsae
,was in fucking Fort Myers Beach,,,,,,,sbcsae
*ALIC:,curbs,,,,,,,sbcsae
*FRAN:,,,,,,,,sbcsae
*ALIC:,they have ramps on all the curbs for the wheelchairs,,,,,,,sbcsae
*FRAN:,Yes ,,,,,,,sbcsae
*ALIC:,,,,,,,,sbcsae
*FRAN:,Right,,,,,,,sbcsae
,We had to,,,,,,,sbcsae
,W i the building code,,,,,,,sbcsae
,you have to have a ramp ,,,,,,,sbcsae
,,,,,,,,sbcsae
*ALIC:,,,,,,,,sbcsae
*FRAN:,,,,,,,,sbcsae
,But anyway uh,UI,T4,UI,T4,MATCH,T4,sbcsae
*ALIC:,You know,,,,,,,sbcsae
,handicap bars on your bathroom,,,,,,,sbcsae
*ALIC:,In your bathroom,,,,,,,sbcsae
*FRAN:,That's right,,,,,,,sbcsae
,But uh,UI,T4,UI,T4,MATCH,T4,sbcsae
*ALIC:,,,,,,,,sbcsae
*FRAN:,But,UI,T4,UI,T4,MATCH,T4,sbcsae
,we didn't like it,,,,,,,sbcsae
*FRAN:,At all,,,,,,,sbcsae
*FRAN:,And so,,,,,,,sbcsae
,that's when we said,,,,,,,sbcsae
,well let's not do anything precipitous,,,,,,,sbcsae
,like we did moving down here,,,,,,,sbcsae
,before we race back to New York,,,,,,,sbcsae
,let's look around a little bit,,,,,,,sbcsae
*FRAN:,So we hit the road,,,,,,,sbcsae
*FRAN:,And we stayed out for a couple years,,,,,,,sbcsae
*SEAN:,Two years they'd been looking,,,,,,,sbcsae
*FRAN:,looking all over,,,,,,,sbcsae
*SEAN:,for other places,,,,,,,sbcsae
*ALIC:,Looking round,,,,,,,sbcsae
,Really,,,,,,,sbcsae
*ALIC:,And,,,,,,,sbcsae
*FRAN:,Unhunh,,,,,,,sbcsae
*FRAN:,Round the US,,,,,,,sbcsae
*ALIC:,Wow,,,,,,,sbcsae
*FRAN:,And we,,,,,,,sbcsae
,kept finding these nice places,,,,,,,sbcsae
*ENV:,,,,,,,,sbcsae
*FRAN:,And we'd say,,,,,,,sbcsae
,isn't this place nice,,,,,,,sbcsae
*FRAN:,And,,,,,,,sbcsae
,Larry would say,,,,,,,sbcsae
,yes,,,,,,,sbcsae
,it's lovely,,,,,,,sbcsae
*FRAN:,Look at these beautiful homes,,,,,,,sbcsae
*FRAN:,Isn't that nice,,,,,,,sbcsae
*FRAN:,Yes,,,,,,,sbcsae
*FRAN:,Isn't that nice,,,,,,,sbcsae
*FRAN:,Isn't that nice,,,,,,,sbcsae
*FRAN:,Yeah,,,,,,,sbcsae
,but it's not New York,UI,T1,UI,T1,MATCH,T1,sbcsae
*BERN:,It's,,,,,,,sbcsae
*FRAN:,,,,,,,,sbcsae
*ALIC:,You w,,,,,,,sbcsae
*ALIC:,Wow,,,,,,,sbcsae
*FRAN:,And so we'd drive on,,,,,,,sbcsae
*FRAN:,We found lots of places that we like to spend,,,,,,,sbcsae
*BERN:,Oh,,,,,,,sbcsae
,if New York's under your skin,,,,,,,sbcsae
,watch out,,,,,,,sbcsae
*FRAN:,uh Yeah,,,,,,,sbcsae
,it's like a drug,,,,,,,sbcsae
*BERN:,You can't get out,,,,,,,sbcsae
*BERN:,It,,,,,,,sbcsae
*BERN:,It is,,,,,,,sbcsae
*FRAN:,You're finished,,,,,,,sbcsae
*BERN:,It is a drug,,,,,,,sbcsae
*FRAN:,That's it,,,,,,,sbcsae
*FRAN:,You're consigned,,,,,,,sbcsae
,the rest of your life,,,,,,,sbcsae
*ALIC:,Do they have New York AA,,,,,,,sbcsae
*FRAN:,to ludicrous rents,,,,,,,sbcsae
*ALIC:,You know,,,,,,,sbcsae
,,,,,,,,sbcsae
,or maybe they've been to New York,,,,,,,sbcsae
*BERN:,Well,,,,,,,sbcsae
*ALIC:,,,,,,,,sbcsae
*BERN:,they do,,,,,,,sbcsae
*ALIC:,,,,,,,,sbcsae
*BERN:,Don't they,,,,,,,sbcsae
*BERN:,They have their own ver,,,,,,,sbcsae
*BERN:,They,,,,,,,sbcsae
*ALIC:,Get me outa New York,,,,,,,sbcsae
*BERN:,They do,,,,,,,sbcsae
*ALIC:,Got gotta get outa this place,,,,,,,sbcsae
*FRAN:,We have so,,,,,,,sbcsae
*FRAN:,We,,,,,,,sbcsae
*FRAN:,What,,,,,,,sbcsae
*ALIC:,I'm a New York a holic,,,,,,,sbcsae
*FRAN:,Weren't we saying ,,,,,,,sbcsae
*BERN:,No she's s,,,,,,,sbcsae
*BERN:,She's asking if they have,,,,,,,sbcsae
,they should have an addiction to New York,,,,,,,sbcsae
*SEAN:,Or,,,,,,,sbcsae
*FRAN:,Oh,,,,,,,sbcsae
,New Yorkers Anonymous,,,,,,,sbcsae
