speaker,script,position1,function1,position2,function2,match,agreement,corpus
*SEAN:,Or if they have like a,,,,,,,sbcsae
,special kind of like,,,,,,,sbcsae
,yeah,,,,,,,sbcsae
*FRAN:,Yeah,,,,,,,sbcsae
*ALIC:,Didn't matter,,,,,,,sbcsae
*BERN:,But they do have a,TI,T4, TI,T4,MATCH,T4,sbcsae
*SEAN:,But in fact,TI,I1,TI ,I1,MATCH,I1,sbcsae
*BERN:,they do have an AA,,,,,,,sbcsae
*SEAN:,AA is dif,,,,,,,sbcsae
*SEAN:,completely different in New York City,,,,,,,sbcsae
*BERN:,which is,,,,,,,sbcsae
,different,,,,,,,sbcsae
*SEAN:,than it is anywhere else in the world,,,,,,,sbcsae
*BERN:,That's right,,,,,,,sbcsae
*FRAN:,Well the Village is,,,,,,,sbcsae
*BERN:,Don't you think,,,,,,,sbcsae
*SEAN:,Much more exciting,,,,,,,sbcsae
*FRAN:,Yes,,,,,,,sbcsae
,it's true,,,,,,,sbcsae
*SEAN:,better speak,,,,,,,sbcsae
*ALIC:,Really,,,,,,,sbcsae
*FRAN:,Well,,,,,,,sbcsae
,the thing that,,,,,,,sbcsae
*SEAN:,Oh the best speakers in the world ,,,,,,,sbcsae
*BERN:,You know,,,,,,,sbcsae
,you know what the saying in AA is,,,,,,,sbcsae
*SEAN:,Because you have all those famous people,,,,,,,sbcsae
*BERN:,If you can,,,,,,,sbcsae
,or in New York,,,,,,,sbcsae
,we we've always heard that the saying is,,,,,,,sbcsae
,if you can stay,,,,,,,sbcsae
*ENV:,,,,,,,,sbcsae
*BERN:,New Yorkers say,,,,,,,sbcsae
,if you can stay sober in AA,,,,,,,sbcsae
,you can stay sober anywhere,,,,,,,sbcsae
*ENV:,,,,,,,,sbcsae
*FRAN:,It's true ,,,,,,,sbcsae
*BERN:,,,,,,,,sbcsae
*FRAN:,,,,,,,,sbcsae
,And we even say that about certain meetings,,,,,,,sbcsae
*ENV:,,,,,,,,sbcsae
,,,,,,,,sbcsae
*FRAN:,If you can stay sober at,,,,,,,sbcsae
*SEAN:,Plus really smart people,,,,,,,sbcsae
*BERN:,Jessa,,,,,,,sbcsae
*BERN:,Calm down,,,,,,,sbcsae
*SEAN:,You know,,,,,,,sbcsae
*BERN:,Quit that crying,,,,,,,sbcsae
*FRAN:,Well New Yorkers are extremely candid,,,,,,,sbcsae
*F+A660:B682RAN:,And,,,,,,,sbcsae
,also,,,,,,,sbcsae
,very,,,,,,,sbcsae
,emotionally accessible,,,,,,,sbcsae
*FRAN:,Which is not the reputation we have outside,,,,,,,sbcsae
*FRAN:,Of New York,,,,,,,sbcsae
*FRAN:,But,UI,T4,UI,T1,UNMATCH,T4,sbcsae
,you know,,,,,,,sbcsae
*FRAN:,I mean,,,,,,,sbcsae
,if you ask a cab driver,,,,,,,sbcsae
,if he speaks English,,,,,,,sbcsae
*FRAN:,Okay,,,,,,,sbcsae
,let's assume you got one who speaks English,,,,,,,sbcsae
*FRAN:,And he's sorta been a little bit acculturated,,,,,,,sbcsae
*FRAN:,you know,,,,,,,sbcsae
*FRAN:,But if you g,UI,T4,UI,T4,MATCH,T4,sbcsae
*FRAN:,Not not the Pakistanis fresh off the,,,,,,,sbcsae
,off the boat,,,,,,,sbcsae
*ALIC:,Yeah,,,,,,,sbcsae
*FRAN:,or any of that,,,,,,,sbcsae
*FRAN:,You know,,,,,,,sbcsae
,but you get your basic New York cab driver,UI,T4,UI,T3,UNMATCH,T3,sbcsae
*SEAN:,They talk,,,,,,,sbcsae
*FRAN:,and you,,,,,,,sbcsae
,You say,,,,,,,sbcsae
,you know,,,,,,,sbcsae
,how's it going,,,,,,,sbcsae
*FRAN:,He'll tell you,,,,,,,sbcsae
*SEAN:,Yep he,,,,,,,sbcsae
*SEAN:,Unhunh,,,,,,,sbcsae
*FRAN:,You know,,,,,,,sbcsae
*FRAN:,I mean,,,,,,,sbcsae
,I had one guy,,,,,,,sbcsae
,he talked to me the whole time I was dr,,,,,,,sbcsae
,about this new diet he was on,,,,,,,sbcsae
,and,,,,,,,sbcsae
,he ate apples,,,,,,,sbcsae
,and his wife was really happy,,,,,,,sbcsae
,and,,,,,,,sbcsae
,and their sex life had improved,,,,,,,sbcsae
,and,,,,,,,sbcsae
,and this is a guy like seventy years old,,,,,,,sbcsae
,or something,,,,,,,sbcsae
,he'd been driving a cab for forty years,,,,,,,sbcsae
,and proud of it,,,,,,,sbcsae
,and,,,,,,,sbcsae
,his kids went through this school and that s,,,,,,,sbcsae
,I mean,,,,,,,sbcsae
,very open,,,,,,,sbcsae
*FRAN:,And,,,,,,,sbcsae
,the,,,,,,,sbcsae
*FRAN:,But the r,UI,T4,UI,T4,MATCH,T4,sbcsae
*FRAN:,The new,,,,,,,sbcsae
*FRAN:,The b New Yorker is usually in a hurry,,,,,,,sbcsae
*FRAN:,And so they'll tell you anything,,,,,,,sbcsae
,they'll give you anything,,,,,,,sbcsae
*FRAN:,But just hurry up and tell em exactly what you want,UI,T4,UI,T4,MATCH,T4,sbcsae
*ALIC:,I I can never get a cab in New York,,,,,,,sbcsae
*ALIC:,Cause everybody takes it away from me,,,,,,,sbcsae
*BERN:,,,,,,,,sbcsae
*ALIC:,I mean when I am,,,,,,,sbcsae
,I'm just there for hours,,,,,,,sbcsae
,fo i wi,,,,,,,sbcsae
*BERN:,Y you gotta jump,,,,,,,sbcsae
*ALIC:,I ,,,,,,,sbcsae
*ALIC:,I can't do it,,,,,,,sbcsae
*BERN:,Yeah,,,,,,,sbcsae
*ALIC:,I go,,,,,,,sbcsae
*BERN:,It's a,,,,,,,sbcsae
*ALIC:,Okay,,,,,,,sbcsae
,I'm outa here,,,,,,,sbcsae
*ALIC:,If you don't wanna take me,,,,,,,sbcsae
,I won't go,,,,,,,sbcsae
*FRAN:,,,,,,,,sbcsae
*ALIC:,I just can't get a cab,,,,,,,sbcsae
*SEAN:,Well how do you get around,,,,,,,sbcsae
*ALIC:,I just wait for that hour,,,,,,,sbcsae
*ALIC:,Until,,,,,,,sbcsae
*SEAN:,Oh,,,,,,,sbcsae
*BERN:,,,,,,,,sbcsae
*ALIC:,you know,,,,,,,sbcsae
,it's like two A M,,,,,,,sbcsae
*ALIC:,Okay,,,,,,,sbcsae
,no one is here,,,,,,,sbcsae
,no competition,,,,,,,sbcsae
*ALIC:,I'm gonna get this cab,,,,,,,sbcsae
*BERN:,,,,,,,,sbcsae
*ALIC:,My kids said,,,,,,,sbcsae
*BERN:,Oh,,,,,,,sbcsae
*ALIC:,l come on,,,,,,,sbcsae
,you're,,,,,,,sbcsae
*ALIC:,l I said,,,,,,,sbcsae
,I'm doing the best I can,,,,,,,sbcsae
*SEAN:,,,,,,,,sbcsae
*BERN:,,,,,,,,sbcsae
*ALIC:,You know,,,,,,,sbcsae
,I really am,,,,,,,sbcsae
,this is me being as sertive,,,,,,,sbcsae
*BERN:,Jump out,,,,,,,sbcsae
*ALIC:,,,,,,,,sbcsae
*BERN:,and open the door fast,,,,,,,sbcsae
*FRAN:,Well there's also a lighting system,,,,,,,sbcsae
*BERN:,,,,,,,,sbcsae
*FRAN:,that if you don't understand it,,,,,,,sbcsae
*ALIC:,Ah,,,,,,,sbcsae
*FRAN:,it's confusing,,,,,,,sbcsae
*FRAN:,Because,,,,,,,sbcsae
,there's a light on the top,,,,,,,sbcsae
,that tells you if they're on duty or off duty,,,,,,,sbcsae
,and if they have a fare or not,,,,,,,sbcsae
*FRAN:,And you can wave forever,,,,,,,sbcsae
,and if they have fares,,,,,,,sbcsae
,they c they won't stop,,,,,,,sbcsae
*ALIC:,No,,,,,,,sbcsae
,they would always stop and,,,,,,,sbcsae
,I would get em,,,,,,,sbcsae
,it's just the person behind me ,,,,,,,sbcsae
,pushing me out of the way,,,,,,,sbcsae
*ALIC:,Getting into the cab,,,,,,,sbcsae
*FRAN:,Where were you,,,,,,,sbcsae
,in front of Saks or something ,,,,,,,sbcsae
*FRAN:,,,,,,,,sbcsae
*BERN:,,,,,,,,sbcsae
*ALIC:,Grand Central Station probably,,,,,,,sbcsae
*FRAN:,Oh Grand Central,,,,,,,sbcsae
*BERN:,,,,,,,,sbcsae
*ALIC:,,,,,,,,sbcsae
*FRAN:,Oh,,,,,,,sbcsae
,I'm guilty,,,,,,,sbcsae
*FRAN:,Grand Central,,,,,,,sbcsae
*FRAN:,I had a client in the office building next to Grand Central,,,,,,,sbcsae
*ALIC:,,,,,,,,sbcsae
*FRAN:,and I used to get in there and muscle people in front of me,,,,,,,sbcsae
*ALIC:,It's impossible,,,,,,,sbcsae
*FRAN:,Yeah really,,,,,,,sbcsae
*FRAN:,,,,,,,,sbcsae
*ALIC:,I've always,,,,,,,sbcsae
*FRAN:,Cause it's an,,,,,,,sbcsae
,a constant flow,,,,,,,sbcsae
*ALIC:,It's horrible,,,,,,,sbcsae
*BERN:,New Yorker's are,,,,,,,sbcsae
*BERN:,Yeah,,,,,,,sbcsae
*BERN:,It's,,,,,,,sbcsae
*BERN:,You're in a hurry,,,,,,,sbcsae
,you're in a rush,,,,,,,sbcsae
,and you learn to be a little assertive,,,,,,,sbcsae
*FRAN:,Yeah,,,,,,,sbcsae
*BERN:,Or is it aggressive,,,,,,,sbcsae
*SEAN:,Um,,,,,,,sbcsae
*FRAN:,Well it's,,,,,,,sbcsae
*SEAN:,who would like what to drink with dinner,,,,,,,sbcsae
*ALIC:,,,,,,,,sbcsae
,It's ballistic,,,,,,,sbcsae
*SEAN:,Here's the choices,,,,,,,sbcsae
*ALIC:,I have,,,,,,,sbcsae
*SEAN:,Mineral water,,,,,,,sbcsae
,root beer,,,,,,,sbcsae
,diet soda,,,,,,,sbcsae
,or um,,,,,,,sbcsae
,kinda strawberry so soda,,,,,,,sbcsae
*ALIC:,How about regular water,,,,,,,sbcsae
*FRAN:,I think re um,,,,,,,sbcsae
,mineral water is what I want,,,,,,,sbcsae
*SEAN:,Okay,,,,,,,sbcsae
*ALIC:,Regular water,,,,,,,sbcsae
,do you have that,,,,,,,sbcsae
*SEAN:,Yep,,,,,,,sbcsae
*SEAN:,Oh we have lots of that,,,,,,,sbcsae
*FRAN:,Sean,,,,,,,sbcsae
,I'm looking at all the paintings around,,,,,,,sbcsae
,it's wonderful to see your work,,,,,,,sbcsae
,uh,,,,,,,sbcsae
*SEAN:,Thank you,,,,,,,sbcsae
*FRAN:,I particularly like this one,,,,,,,sbcsae
*FRAN:,There's something,,,,,,,sbcsae
,that makes it,,,,,,,sbcsae
,That feels almost Japanese about it,,,,,,,sbcsae
*SEAN:,What,,,,,,,sbcsae
*ALIC:,Whole year,,,,,,,sbcsae
*FRAN:,This almost feels Japanese,,,,,,,sbcsae
*SEAN:,,,,,,,,sbcsae
,Oh,,,,,,,sbcsae
,that one goes with,,,,,,,sbcsae
*SEAN:,That's um,,,,,,,sbcsae
,um,,,,,,,sbcsae
,God,,,,,,,sbcsae
,Isis and Osiris,,,,,,,sbcsae
*SEAN:,Osiris,,,,,,,sbcsae
*FRAN:,Mm,,,,,,,sbcsae
*SEAN:,and,,,,,,,sbcsae
,and,,,,,,,sbcsae
,with his fourteen pieces cut up,,,,,,,sbcsae
,and Isis,,,,,,,sbcsae
*FRAN:,Mm,,,,,,,sbcsae
*SEAN:,But there is a Japanese,TI,T4,TI,T4,MATCH,T4,sbcsae
,because this,,,,,,,sbcsae
,These were um,,,,,,,sbcsae
,old temple hangings,,,,,,,sbcsae
*FRAN:,,,,,,,,sbcsae
*FRAN:,Oh,,,,,,,sbcsae
*SEAN:,That I c uh that I cut up,,,,,,,sbcsae
*FRAN:,Okay,,,,,,,sbcsae
*SEAN:,Yep,,,,,,,sbcsae
*ALIC:,Oh wow,,,,,,,sbcsae
*ALIC:,That's good ,,,,,,,sbcsae
*FRAN:,You cut up the temple hanging you barbarian,,,,,,,sbcsae
*BERN:,They were,,,,,,,sbcsae
*SEAN:,Well,,,,,,,sbcsae
*BERN:,They started falling apart,,,,,,,sbcsae
*SEAN:,They had fallen apart Fran,,,,,,,sbcsae
*FRAN:,,,,,,,,sbcsae
,,,,,,,,sbcsae
,You actually saved them,,,,,,,sbcsae
*SEAN:,I,,,,,,,sbcsae
*ALIC:,Right,,,,,,,sbcsae
*BERN:,Yes,,,,,,,sbcsae
*SEAN:,I had tried to,,,,,,,sbcsae
*SEAN:,I have em in some pillows,,,,,,,sbcsae
,and the pillows had finally had it,,,,,,,sbcsae
,and I thought,,,,,,,sbcsae
,you know,,,,,,,sbcsae
,this is it,,,,,,,sbcsae
*FRAN:,Yeah,,,,,,,sbcsae
*ALIC:,Recycling,,,,,,,sbcsae
*ALIC:,Yes,,,,,,,sbcsae
*FRAN:,Now Bernard,,,,,,,sbcsae
,some of your work is around too,,,,,,,sbcsae
*BERN:,Well there's a couple sculptures here,,,,,,,sbcsae
*SEAN:,Those heads,,,,,,,sbcsae
*FRAN:,Yes I see,,,,,,,sbcsae
*SEAN:,they're Bernard's,,,,,,,sbcsae
*ALIC:,I love this,,,,,,,sbcsae
*FRAN:,Yes,,,,,,,sbcsae
,They're wonderful,,,,,,,sbcsae
*ALIC:,I love that,,,,,,,sbcsae
*FRAN:,You know Bernard,,,,,,,sbcsae
,I hope you aren't disappointed when you go to pick up those two bits,,,,,,,sbcsae
,that are left,,,,,,,sbcsae
,of the sculpture,,,,,,,sbcsae
*BERN:,I won't be,,,,,,,sbcsae
*FRAN:,You know,,,,,,,sbcsae
,but,UI,T4,UI,T1,UNMATCH,T4,sbcsae
,they'll be nice yard ornaments,,,,,,,sbcsae
*BERN:,Sure,,,,,,,sbcsae
*BERN:,And,,,,,,,sbcsae
*SEAN:,What do you want to drink Bernard,,,,,,,sbcsae
*BERN:,I'm gonna have water also,,,,,,,sbcsae
*BERN:,But,TF,I2,TF,I2,MATCH,I2,sbcsae
*SEAN:,Fizzy or,,,,,,,sbcsae
*ALIC:,Well how long,,,,,,,sbcsae
*ALIC:,When are you gonna be here till ,,,,,,,sbcsae
*BERN:,Fizzy,,,,,,,sbcsae
*SEAN:,Okay,,,,,,,sbcsae
*FRAN:,I'll be here till Wednesday,,,,,,,sbcsae
*ALIC:,Oh,,,,,,,sbcsae
,just a few days,,,,,,,sbcsae
*FRAN:,Well I've been here for,,,,,,,sbcsae
,since,,,,,,,sbcsae
*FRAN:,I'll I will have been here two full weeks,,,,,,,sbcsae
*FRAN:,By the time I leave,,,,,,,sbcsae
*FRAN:,Um,,,,,,,sbcsae
,but I've just been real busy with,UI,T4,UI,T4,MATCH,T4,sbcsae
,with this chore I was taking care of while I was here,,,,,,,sbcsae
*ALIC:,Oh,,,,,,,sbcsae
*FRAN:,So,,,,,,,sbcsae
,I was emptying a storeroom,,,,,,,sbcsae
,and shipping some things back east,,,,,,,sbcsae
*SEAN:,Her her brother was Jerrod Laker,,,,,,,sbcsae
,the one I took care of,,,,,,,sbcsae
*ALIC:,Oh yeah,,,,,,,sbcsae
*SEAN:,And she's been sending his things back,,,,,,,sbcsae
*SEAN:,He had her brother had a lotta things,,,,,,,sbcsae
*SEAN:,,,,,,,,sbcsae
*FRAN:,Yeah,,,,,,,sbcsae
,he had a bunch of stuff,,,,,,,sbcsae
*ALIC:,With,,,,,,,sbcsae
*ALIC:,He,,,,,,,sbcsae
*ALIC:,He worked for um,,,,,,,sbcsae
,Benny Keller,,,,,,,sbcsae
*SEAN:,Yeah,,,,,,,sbcsae
*FRAN:,For years,,,,,,,sbcsae
*FRAN:,Yes,,,,,,,sbcsae
*ALIC:,Yeah I kne,,,,,,,sbcsae
*ALIC:,I know him,,,,,,,sbcsae
*FRAN:,Yeah,,,,,,,sbcsae
*ALIC:,I did,,,,,,,sbcsae
*FRAN:,Yeah,,,,,,,sbcsae
*ALIC:,That's your brother,,,,,,,sbcsae
*FRAN:,Yeah,,,,,,,sbcsae
*ALIC:,Oh no,,,,,,,sbcsae
*FRAN:,Yeah,,,,,,,sbcsae
*FRAN:,So,,,,,,,sbcsae
,his little private collection,,,,,,,sbcsae
*SEAN:,can you open drawer please,,,,,,,sbcsae
*ALIC:,So you I,,,,,,,sbcsae
*SEAN:,,,,,,,,sbcsae
*FRAN:,I'm sending back,,,,,,,sbcsae
,and it sounds,,,,,,,sbcsae
,you know,,,,,,,sbcsae
,to use the word collection sounds very grand,,,,,,,sbcsae
*SEAN:,,,,,,,,sbcsae
*FRAN:,but it's just really a bunch of,UI,T1,UI,T1,MATCH,T1,sbcsae
*SEAN:,,,,,,,,sbcsae
*BERN:,put this in a plastic bag,,,,,,,sbcsae
*ALIC:,His personal stuff,,,,,,,sbcsae
*FRAN:,Yeah,,,,,,,sbcsae
*FRAN:,Yeah,,,,,,,sbcsae
*ALIC:,He's your only brother,,,,,,,sbcsae
*SEAN:,Is the whole ice box gonna smell ,,,,,,,sbcsae
*FRAN:,Yes,,,,,,,sbcsae
,and we were very close,,,,,,,sbcsae
*FRAN:,So,,,,,,,sbcsae
,it was uh,,,,,,,sbcsae
*SEAN:,I have a little one right here I think,,,,,,,sbcsae
*FRAN:,sad thing for me,,,,,,,sbcsae
,to lose him but,UI,T4,UI,T4,MATCH,T4,sbcsae
,Sean is marvellous,,,,,,,sbcsae
*FRAN:,Looking after him,,,,,,,sbcsae
*FRAN:,And a fellow named Bob Butler also,,,FALSE,,,,sbcsae
*SEAN:,How strong is this,,,,,,,sbcsae
*FRAN:,I don't know if you know,,,,,,,sbcsae
*ALIC:,I know Bob,,,,,,,sbcsae
*FRAN:,Yeah,,,,,,,sbcsae
*FRAN:,They were absolute angels,,,,,,,sbcsae
*ALIC:,Wow,,,,,,,sbcsae
*FRAN:,So,,,,,,,sbcsae
*ALIC:,When was that,,,,,,,sbcsae
*ALIC:,Two years ago,,,,,,,sbcsae
*FRAN:,No,,,,,,,sbcsae
*FRAN:,It's actually quite a while now,,,,,,,sbcsae
*SEAN:,Mm,,,,,,,sbcsae
*FRAN:,It's four years,,,,,,,sbcsae
*X:,four years,,,,,,,sbcsae
*FRAN:,Yeah,,,,,,,sbcsae
,it's astounding to me that it's that length of time,,,,,,,sbcsae
*ALIC:,And his stuff was put in storage,,,,,,,sbcsae
*FRAN:,Hmm,,,,,,,sbcsae
*SEAN:,Okay,,,,,,,sbcsae
*BERN:,I'll wait with that and ,,,,,,,sbcsae
*FRAN:,Yeah I just couldn't believe,,,,,,,sbcsae
*BERN:,Help you out,,,,,,,sbcsae
*SEAN:,Sure,,,,,,,sbcsae
*ALIC:,Oh wow,,,,,,,sbcsae
*SEAN:,Um,,,,,,,sbcsae
*FRAN:,For one thing,,,,,,,sbcsae
,I had uh,,,,,,,sbcsae
*SEAN:,You bring the plates,,,,,,,sbcsae
*FRAN:,such a tiny apartment,,,,,,,sbcsae
*FRAN:,Um,,,,,,,sbcsae
,when we went back to New York,,,,,,,sbcsae
,um,,,,,,,sbcsae
,I had kept a studio there,,,,,,,sbcsae
*FRAN:,And of course,,,,,,,sbcsae
,that was small and,,,,,,,sbcsae
,and then,,,,,,,sbcsae
,we found another studio,,,,,,,sbcsae
,in uh,,,,,,,sbcsae
,in our neighborhood,,,,,,,sbcsae
,that we liked,,,,,,,sbcsae
,in the Village,,,,,,,sbcsae
,and we moved into that,,,,,,,sbcsae
,and we just got so busy,,,,,,,sbcsae
,we didn't get around to moving into a real apartment,,,,,,,sbcsae
*SEAN:,Mm,,,,,,,sbcsae
*FRAN:,until this past year,,,,,,,sbcsae
*FRAN:,So that's why I'm doing it now,,,,,,,sbcsae
*SEAN:,This is alright ,,,,,,,sbcsae
*FRAN:,But I also know,TI,T4,TI,T4,MATCH,T4,sbcsae
,that I wasn't really ready to do it until now,,,,,,,sbcsae
*FRAN:,So,,,,,,,sbcsae
*FRAN:,You know,,,,,,,sbcsae
,but it's okay now,UI,T4,UI,T2,UNMATCH,T2,sbcsae
*ALIC:,Yeah,,,,,,,sbcsae
,you know I take care of people's estates,,,,,,,sbcsae
,and my,,,,,,,sbcsae
*ALIC:,my garage is filled with dead people's things,,,,,,,sbcsae
*FRAN:,Yeah,,,,,,,sbcsae
*ALIC:,That,,,,,,,sbcsae
,I don't,,,,,,,sbcsae
*ALIC:,I wanna toss em,,,,,,,sbcsae
*ALIC:,But it just,UI,T4,UI,T1,UNMATCH,T4,sbcsae
*ALIC:,Maybe worth something,,,,,,,sbcsae
,maybe somebody'll surface,,,,,,,sbcsae
,so I have like four years' worth now,,,,,,,sbcsae
*ALIC:,of,,,,,,,sbcsae
,well,,,,,,,sbcsae
*ALIC:,you know,,,,,,,sbcsae
,an antique mirror,,,,,,,sbcsae
,just,,,,,,,sbcsae
*ALIC:,And every once in a while somebody'll show up and say,,,,,,,sbcsae
,do you know where such and such is ,,,,,,,sbcsae
*ALIC:,And I'll say,,,,,,,sbcsae
,I've got that,,,,,,,sbcsae
*ALIC:,and I'll hand it to em,,,,,,,sbcsae
*ALIC:,and they're ,,,,,,,sbcsae
,I mean that just happened to me,,,,,,,sbcsae
*FRAN:,Yeah,,,,,,,sbcsae
*ALIC:,a few weeks ago,,,,,,,sbcsae
*FRAN:,They're excited and happy,,,,,,,sbcsae
*ALIC:,Mhm,,,,,,,sbcsae
*FRAN:,Yeah,,,,,,,sbcsae
*FRAN:,that's great,,,,,,,sbcsae
*ALIC:,And,,,,,,,sbcsae
,But it's stuff,UI,I1,UI,I1,MATCH,I1,sbcsae
*FRAN:,Yeah,,,,,,,sbcsae
*ALIC:,And so,,,,,,,sbcsae
,I don't wanna feel discouraged,,,,,,,sbcsae
,cause like I'm the only one,,,,,,,sbcsae
*BERN:,Oh yeah it's,,,,,,,sbcsae
,getting,,,,,,,sbcsae
*ALIC:,I'm in charge of this,,,,,,,sbcsae
,and so,,,,,,,sbcsae
*SEAN:,Okay ladies,,,,,,,sbcsae
*ALIC:,You know what I mean,,,,,,,sbcsae
*SEAN:,Dinner,,,,,,,sbcsae
*FRAN:,It smells divine,,,,,,,sbcsae
*ALIC:,Oo,,,,,,,sbcsae
*BERN:,It is,,,,,,,sbcsae
*FRAN:,Where should we sit,,,,,,,sbcsae
*ALIC:,,,,,,,,sbcsae
*SEAN:,Fran,,,,,,,sbcsae
*ALIC:,Hey,,,,,,,sbcsae
,wait wait,,,,,,,sbcsae
*SEAN:,Alice,,,,,,,sbcsae
*BERN:,Oh yes,,,,,,,sbcsae
*FRAN:,Did you say Fran,,,,,,,sbcsae
*ALIC:,I don't know,,,,,,,sbcsae
,I don't know if this is working,,,,,,,sbcsae
*SEAN:,Yes,,,,,,,sbcsae
*ALIC:,I ha don't even have a clue,,,,,,,sbcsae
*FRAN:,Oh,,,,,,,sbcsae
,heaven,,,,,,,sbcsae
*ALIC:,It should be going up,,,,,,,sbcsae
*BERN:,Where's the microphone,,,,,,,sbcsae
*ALIC:,This red one,,,,,,,sbcsae
*ALIC:,Here,,,,,,,sbcsae
*ALIC:,I'm not a mechanical Sean,,,,,,,sbcsae
*SEAN:,It's a Sean concoction,,,,,,,sbcsae
*ALIC:,It's,,,,,,,sbcsae
*ALIC:,Looks like it's going too fast to be recording,,,,,,,sbcsae
*FRAN:,What is it,,,,,,,sbcsae
*BERN:,No,,,,,,,sbcsae
,that looks right,,,,,,,sbcsae
*FRAN:,Oh trust the machinery,,,,,,,sbcsae
*ALIC:,It,,,,,,,sbcsae
*ALIC:,I don't,,,,,,,sbcsae
*SEAN:,If it didn't it didn't,,,,,,,sbcsae
*FRAN:,Oh this is great,,,,,,,sbcsae
*SEAN:,Hey,,,,,,,sbcsae
*FRAN:,I just got the same fabric,,,,,,,sbcsae
*ALIC:,Where do I sit,,,,,,,sbcsae
*ALIC:,Here,,,,,,,sbcsae
*SEAN:,Here,,,,,,,sbcsae
*ALIC:,I should turn,,,,,,,sbcsae
*FRAN:,to do dining room chairs,,,,,,,sbcsae
*ALIC:,I have to see this,,,,,,,sbcsae
*SEAN:,You're kidding,,,,,,,sbcsae
*FRAN:,I'm serious,,,,,,,sbcsae
*FRAN:,I did it in navy,,,,,,,sbcsae
*SEAN:,Unhunh,,,,,,,sbcsae
*FRAN:,and gold,,,,,,,sbcsae
*SEAN:,I looked at the navy,,,,,,,sbcsae
*FRAN:,and,,,,,,,sbcsae
*ALIC:,Oh wow,,,,,,,sbcsae
*FRAN:,uh,,,,,,,sbcsae
,because,,,,,,,sbcsae
,I had another fabric,,,,,,,sbcsae
,it's uh,,,,,,,sbcsae
,it's a gorgeous blue with gold beads,,,,,,,sbcsae
*BERN:,Do you need to scoot,,,,,,,sbcsae
*ALIC:,Wow this is great,,,,,,,sbcsae
*FRAN:,and I wanted to mix the two fabrics,,,,,,,sbcsae
*FRAN:,And the red didn't work with it,,,,,,,sbcsae
*BERN:,Yeah,,,,,,,sbcsae
*SEAN:,Well I first had a,,,,,,,sbcsae
*FRAN:,Cause I fell in love with the re d,,,,,,,sbcsae
*SEAN:,a kind of a,,,,,,,sbcsae
,flower fabric,,,,,,,sbcsae
,that I ha put on these,,,,,,,sbcsae
*FRAN:,Unhunh,,,,,,,sbcsae
*SEAN:,It,,,,,,,sbcsae
*SEAN:,The chair's died,,,,,,,sbcsae
*BERN:,It was horrible,,,,,,,sbcsae
*BERN:,Yeah,,,,,,,sbcsae
*FRAN:,Yeah,,,,,,,sbcsae
*SEAN:,And so I went to the design center,,,,,,,sbcsae
,and I went to all the places,,,,,,,sbcsae
,and,,,,,,,sbcsae
,that was the one,,,,,,,sbcsae
*FRAN:,Yeah,,,,,,,sbcsae
*ALIC:,Why do we have to look at the one I'm uh on ,,,,,,,sbcsae
*ALIC:,,,,,,,,sbcsae
*BERN:,,,,,,,,sbcsae
*FRAN:,,,,,,,,sbcsae
,,,,,,,,sbcsae
*BERN:,,,,,,,,sbcsae
*ALIC:,,,,,,,,sbcsae
*FRAN:,Because you're the s,,,,,,,sbcsae
*FRAN:,you're you're the slimmest,,,,,,,sbcsae
,and show the most cu uh,,,,,,,sbcsae
*ALIC:,Oh,,,,,,,sbcsae
,chair,,,,,,,sbcsae
*FRAN:,cushion cleft,,,,,,,sbcsae
*ALIC:,Okay,,,,,,,sbcsae
,that was cool,,,,,,,sbcsae
*FRAN:,Right,,,,,,,sbcsae
*BERN:,Cheers everybody,,,,,,,sbcsae
*BERN:,here's to ,,,,,,,sbcsae
*ALIC:,Cheers cheers,,,,,,,sbcsae
*FRAN:,Cheers,,,,,,,sbcsae
*FRAN:,cheers,,,,,,,sbcsae
*BERN:,Cheers,,,,,,,sbcsae
*SEAN:,It's nice to see you Fran,,,,,,,sbcsae
*FRAN:,Lovely to be here,,,,,,,sbcsae
*X:,,,,,,,,sbcsae
*ALIC:,I didn't realize that you had such a close connection,,,,,,,sbcsae
*ALIC:,That you,,,,,,,sbcsae
*SEAN:,Oh yeah,,,,,,,sbcsae
*ALIC:,I didn't get that,,,,,,,sbcsae
*SEAN:,We took care of Jerrod,,,,,,,sbcsae
,and that's when we really,,,,,,,sbcsae
*SEAN:,Well,,,,,,,sbcsae
,we had heard of Fran,,,,,,,sbcsae
*FRAN:,That's when I really got to meet em,,,,,,,sbcsae
*SEAN:,for a long time from Jerrod,,,,,,,sbcsae
,and,,,,,,,sbcsae
,but that's how we really met,UI,T4,UI,T4,MATCH,T4,sbcsae
*ALIC:,Brother and sister,,,,,,,sbcsae
*BERN:,I thought he just made it up,,,,,,,sbcsae
*SEAN:,And then she's come,,,,,,,sbcsae
*FRAN:,His faux sister,,,,,,,sbcsae
*SEAN:,almost every year,,,,,,,sbcsae
*BERN:,Yes,,,,,,,sbcsae
*FRAN:,His fantasy sister,,,,,,,sbcsae
*BERN:,Right,,,,,,,sbcsae
*FRAN:,Well I used to come out here,,,,,,,sbcsae
*ALIC:,to see your brother,,,,,,,sbcsae
*FRAN:,with great regularity,,,,,,,sbcsae
*FRAN:,I mean,,,,,,,sbcsae
